t_over_L,d_mm,L_mm,N,lattice_type,band_mean_alpha,alpha_1000hz,C11,C12,C44,surrogate_method
0.126429,1.75,36.6667,5,FCC,0.029954,0.01437,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,1.75,36.6667,5,FCC,0.026007,0.013164,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,1.75,36.6667,5,FCC,0.021844,0.012151,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,1.75,36.6667,5,FCC,0.018298,0.011288,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,1.75,36.6667,5,FCC,0.015804,0.010542,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,1.75,36.6667,5,FCC,0.013964,0.00989,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,1.9286,36.6667,5,FCC,0.16846,0.560852,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,1.9286,36.6667,5,FCC,0.135829,0.192055,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,1.9286,36.6667,5,FCC,0.116464,0.108819,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,1.9286,36.6667,5,FCC,0.102259,0.051693,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,1.9286,36.6667,5,FCC,0.090583,0.036471,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,1.9286,36.6667,5,FCC,0.079734,0.028972,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,1.9286,36.6667,5,FCC,0.067626,0.024321,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,1.9286,36.6667,5,FCC,0.054295,0.021084,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,1.9286,36.6667,5,FCC,0.044905,0.018672,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,1.9286,36.6667,5,FCC,0.039101,0.016791,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,1.9286,36.6667,5,FCC,0.034969,0.015276,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,1.9286,36.6667,5,FCC,0.031612,0.014025,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,1.9286,36.6667,5,FCC,0.028553,0.012972,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,1.9286,36.6667,5,FCC,0.02541,0.012072,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,1.9286,36.6667,5,FCC,0.02196,0.011293,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,2.1071,36.6667,5,FCC,0.200614,0.263056,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,2.1071,36.6667,5,FCC,0.156945,0.379924,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,2.1071,36.6667,5,FCC,0.132396,0.187236,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,2.1071,36.6667,5,FCC,0.116413,0.130104,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,2.1071,36.6667,5,FCC,0.104264,0.057105,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,2.1071,36.6667,5,FCC,0.094227,0.03928,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,2.1071,36.6667,5,FCC,0.085307,0.030941,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,2.1071,36.6667,5,FCC,0.076519,0.025896,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,2.1071,36.6667,5,FCC,0.066445,0.022432,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,2.1071,36.6667,5,FCC,0.054967,0.019869,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,2.1071,36.6667,5,FCC,0.046053,0.017879,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,2.1071,36.6667,5,FCC,0.040373,0.016279,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,2.1071,36.6667,5,FCC,0.036412,0.01496,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,2.1071,36.6667,5,FCC,0.033319,0.01385,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,2.1071,36.6667,5,FCC,0.030678,0.012902,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,2.2857,36.6667,5,FCC,0.224032,0.164746,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,2.2857,36.6667,5,FCC,0.185185,0.397769,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,2.2857,36.6667,5,FCC,0.151111,0.326393,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,2.2857,36.6667,5,FCC,0.131004,0.170183,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,2.2857,36.6667,5,FCC,0.117214,0.182238,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,2.2857,36.6667,5,FCC,0.106503,0.06794,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,2.2857,36.6667,5,FCC,0.097602,0.0439,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,2.2857,36.6667,5,FCC,0.089825,0.033797,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,2.2857,36.6667,5,FCC,0.082644,0.027995,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,2.2857,36.6667,5,FCC,0.075441,0.024122,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,2.2857,36.6667,5,FCC,0.067269,0.021305,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,2.2857,36.6667,5,FCC,0.057497,0.019142,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,2.2857,36.6667,5,FCC,0.048542,0.017415,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,2.2857,36.6667,5,FCC,0.042437,0.015999,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,2.2857,36.6667,5,FCC,0.038291,0.014811,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,2.4643,36.6667,5,FCC,0.237613,0.243526,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,2.4643,36.6667,5,FCC,0.210082,0.158776,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,2.4643,36.6667,5,FCC,0.176301,0.49788,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,2.4643,36.6667,5,FCC,0.14827,0.332094,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,2.4643,36.6667,5,FCC,0.130839,0.155139,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,2.4643,36.6667,5,FCC,0.118532,0.263817,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,2.4643,36.6667,5,FCC,0.108853,0.091179,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,2.4643,36.6667,5,FCC,0.100771,0.051803,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,2.4643,36.6667,5,FCC,0.093746,0.038067,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,2.4643,36.6667,5,FCC,0.087422,0.030872,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,2.4643,36.6667,5,FCC,0.081484,0.026302,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,2.4643,36.6667,5,FCC,0.075552,0.023078,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,2.4643,36.6667,5,FCC,0.069039,0.020648,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,2.4643,36.6667,5,FCC,0.061193,0.018735,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,2.4643,36.6667,5,FCC,0.052556,0.01718,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,2.6429,36.6667,5,FCC,0.24639,0.576459,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,2.6429,36.6667,5,FCC,0.224774,0.178231,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,2.6429,36.6667,5,FCC,0.200625,0.161617,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,2.6429,36.6667,5,FCC,0.171518,0.520358,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,2.6429,36.6667,5,FCC,0.147266,0.384445,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,2.6429,36.6667,5,FCC,0.131495,0.153654,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,2.6429,36.6667,5,FCC,0.120193,0.233982,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,2.6429,36.6667,5,FCC,0.111258,0.150603,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,2.6429,36.6667,5,FCC,0.103778,0.067092,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,2.6429,36.6667,5,FCC,0.097288,0.044954,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,2.6429,36.6667,5,FCC,0.091499,0.035034,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,2.6429,36.6667,5,FCC,0.0862,0.029239,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,2.6429,36.6667,5,FCC,0.081196,0.025347,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,2.6429,36.6667,5,FCC,0.076257,0.022505,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,2.6429,36.6667,5,FCC,0.071049,0.020314,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,2.8214,36.6667,5,FCC,0.252348,0.94377,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,2.8214,36.6667,5,FCC,0.23409,0.334368,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,2.8214,36.6667,5,FCC,0.215463,0.153651,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,2.8214,36.6667,5,FCC,0.194418,0.160676,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,2.8214,36.6667,5,FCC,0.169326,0.474071,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,2.8214,36.6667,5,FCC,0.147546,0.497183,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,2.8214,36.6667,5,FCC,0.13277,0.171631,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,2.8214,36.6667,5,FCC,0.122115,0.157772,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,2.8214,36.6667,5,FCC,0.113699,0.277354,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,2.8214,36.6667,5,FCC,0.106661,0.104032,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,2.8214,36.6667,5,FCC,0.100562,0.05769,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,2.8214,36.6667,5,FCC,0.095144,0.041618,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,2.8214,36.6667,5,FCC,0.090233,0.033458,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,2.8214,36.6667,5,FCC,0.085694,0.028401,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,2.8214,36.6667,5,FCC,0.081403,0.024889,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,3.0,36.6667,5,FCC,0.256316,0.397784,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,3.0,36.6667,5,FCC,0.240499,0.826497,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,3.0,36.6667,5,FCC,0.224786,0.247806,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,3.0,36.6667,5,FCC,0.20866,0.141601,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,3.0,36.6667,5,FCC,0.190458,0.153701,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,3.0,36.6667,5,FCC,0.168833,0.387616,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,3.0,36.6667,5,FCC,0.148834,0.680843,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,3.0,36.6667,5,FCC,0.134579,0.21876,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,3.0,36.6667,5,FCC,0.124273,0.136121,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,3.0,36.6667,5,FCC,0.116186,0.216544,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,3.0,36.6667,5,FCC,0.109455,0.216319,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,3.0,36.6667,5,FCC,0.10364,0.087395,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,3.0,36.6667,5,FCC,0.09849,0.053676,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,3.0,36.6667,5,FCC,0.093843,0.040149,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,3.0,36.6667,5,FCC,0.089587,0.03282,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,0.5,40.0,5,FCC,0.010354,0.01085,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,0.5,40.0,5,FCC,0.007933,0.008366,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,0.5,40.0,5,FCC,0.006432,0.006807,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,0.5,40.0,5,FCC,0.005409,0.005738,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,0.5,40.0,5,FCC,0.004667,0.004959,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,0.5,40.0,5,FCC,0.004104,0.004366,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,0.5,40.0,5,FCC,0.003662,0.003899,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,0.5,40.0,5,FCC,0.003306,0.003523,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,0.5,40.0,5,FCC,0.003013,0.003213,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,0.5,40.0,5,FCC,0.002768,0.002953,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,0.5,40.0,5,FCC,0.00256,0.002732,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,0.5,40.0,5,FCC,0.002381,0.002542,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,0.5,40.0,5,FCC,0.002225,0.002376,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,0.5,40.0,5,FCC,0.002089,0.002231,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,0.5,40.0,5,FCC,0.001968,0.002103,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,0.6786,40.0,5,FCC,0.013893,0.013882,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,0.6786,40.0,5,FCC,0.010599,0.010793,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,0.6786,40.0,5,FCC,0.008586,0.00883,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,0.6786,40.0,5,FCC,0.007222,0.007471,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,0.6786,40.0,5,FCC,0.006234,0.006475,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,0.6786,40.0,5,FCC,0.005485,0.005714,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,0.6786,40.0,5,FCC,0.004897,0.005113,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,0.6786,40.0,5,FCC,0.004423,0.004626,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,0.6786,40.0,5,FCC,0.004033,0.004224,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,0.6786,40.0,5,FCC,0.003706,0.003886,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,0.6786,40.0,5,FCC,0.003429,0.003598,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,0.6786,40.0,5,FCC,0.00319,0.00335,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,0.6786,40.0,5,FCC,0.002982,0.003134,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,0.6786,40.0,5,FCC,0.0028,0.002944,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,0.6786,40.0,5,FCC,0.002638,0.002776,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,0.8571,40.0,5,FCC,0.018736,0.017019,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,0.8571,40.0,5,FCC,0.013714,0.013264,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,0.8571,40.0,5,FCC,0.010945,0.010875,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,0.8571,40.0,5,FCC,0.009142,0.009219,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,0.8571,40.0,5,FCC,0.007861,0.008001,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,0.8571,40.0,5,FCC,0.006901,0.007069,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,0.8571,40.0,5,FCC,0.006152,0.006331,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,0.8571,40.0,5,FCC,0.005551,0.005733,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,0.8571,40.0,5,FCC,0.005058,0.005238,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,0.8571,40.0,5,FCC,0.004646,0.004822,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,0.8571,40.0,5,FCC,0.004296,0.004468,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,0.8571,40.0,5,FCC,0.003995,0.004162,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,0.8571,40.0,5,FCC,0.003734,0.003895,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,0.8571,40.0,5,FCC,0.003505,0.00366,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,0.8571,40.0,5,FCC,0.003303,0.003452,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,1.0357,40.0,5,FCC,0.028977,0.020554,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,1.0357,40.0,5,FCC,0.018951,0.015957,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,1.0357,40.0,5,FCC,0.014167,0.013067,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,1.0357,40.0,5,FCC,0.011514,0.011072,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,1.0357,40.0,5,FCC,0.00977,0.00961,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,1.0357,40.0,5,FCC,0.00851,0.008491,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,1.0357,40.0,5,FCC,0.007549,0.007606,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,1.0357,40.0,5,FCC,0.006789,0.006889,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,1.0357,40.0,5,FCC,0.006171,0.006296,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,1.0357,40.0,5,FCC,0.005658,0.005797,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,1.0357,40.0,5,FCC,0.005225,0.005371,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,1.0357,40.0,5,FCC,0.004854,0.005004,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,1.0357,40.0,5,FCC,0.004532,0.004684,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,1.0357,40.0,5,FCC,0.004251,0.004402,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,1.0357,40.0,5,FCC,0.004003,0.004153,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,1.2143,40.0,5,FCC,0.044707,0.024829,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,1.2143,40.0,5,FCC,0.030274,0.019029,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,1.2143,40.0,5,FCC,0.02059,0.015492,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,1.2143,40.0,5,FCC,0.015424,0.013087,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,1.2143,40.0,5,FCC,0.01243,0.011339,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,1.2143,40.0,5,FCC,0.010561,0.010007,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,1.2143,40.0,5,FCC,0.009241,0.008958,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,1.2143,40.0,5,FCC,0.008239,0.008109,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,1.2143,40.0,5,FCC,0.007445,0.007408,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,1.2143,40.0,5,FCC,0.006798,0.006819,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,1.2143,40.0,5,FCC,0.006257,0.006318,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,1.2143,40.0,5,FCC,0.005799,0.005885,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,1.2143,40.0,5,FCC,0.005405,0.005508,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,1.2143,40.0,5,FCC,0.005062,0.005176,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,1.2143,40.0,5,FCC,0.00476,0.004883,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,1.3929,40.0,5,FCC,0.06621,0.030515,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,1.3929,40.0,5,FCC,0.044253,0.02274,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,1.3929,40.0,5,FCC,0.033169,0.018283,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,1.3929,40.0,5,FCC,0.023649,0.015341,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,1.3929,40.0,5,FCC,0.017777,0.013237,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,1.3929,40.0,5,FCC,0.014106,0.011651,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,1.3929,40.0,5,FCC,0.01172,0.01041,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,1.3929,40.0,5,FCC,0.010165,0.009411,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,1.3929,40.0,5,FCC,0.009041,0.008589,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,1.3929,40.0,5,FCC,0.008171,0.0079,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,1.3929,40.0,5,FCC,0.007469,0.007314,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,1.3929,40.0,5,FCC,0.006887,0.00681,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,1.3929,40.0,5,FCC,0.006393,0.006371,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,1.3929,40.0,5,FCC,0.005969,0.005986,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,1.3929,40.0,5,FCC,0.0056,0.005644,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,1.5714,40.0,5,FCC,0.092966,0.03931,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,1.5714,40.0,5,FCC,0.064429,0.027603,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,1.5714,40.0,5,FCC,0.04555,0.021671,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,1.5714,40.0,5,FCC,0.03616,0.017961,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,1.5714,40.0,5,FCC,0.028476,0.015383,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,1.5714,40.0,5,FCC,0.021265,0.013475,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,1.5714,40.0,5,FCC,0.016818,0.011999,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,1.5714,40.0,5,FCC,0.013823,0.010821,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,1.5714,40.0,5,FCC,0.011613,0.009858,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,1.5714,40.0,5,FCC,0.010126,0.009054,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,1.5714,40.0,5,FCC,0.009067,0.008373,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,1.5714,40.0,5,FCC,0.008251,0.007788,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
0.158571,1.5714,40.0,5,FCC,0.007591,0.007281,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR
0.169286,1.5714,40.0,5,FCC,0.007041,0.006836,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR
0.18,1.5714,40.0,5,FCC,0.006573,0.006443,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR
0.03,1.75,40.0,5,FCC,0.110212,0.057585,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR
0.040714,1.75,40.0,5,FCC,0.089303,0.034846,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR
0.051429,1.75,40.0,5,FCC,0.066507,0.026109,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR
0.062143,1.75,40.0,5,FCC,0.048144,0.021168,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR
0.072857,1.75,40.0,5,FCC,0.039081,0.017905,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR
0.083571,1.75,40.0,5,FCC,0.032823,0.015559,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR
0.094286,1.75,40.0,5,FCC,0.026796,0.01378,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR
0.105,1.75,40.0,5,FCC,0.020759,0.012379,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR
0.115714,1.75,40.0,5,FCC,0.016788,0.011244,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR
0.126429,1.75,40.0,5,FCC,0.014165,0.010304,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR
0.137143,1.75,40.0,5,FCC,0.012052,0.009512,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR
0.147857,1.75,40.0,5,FCC,0.010442,0.008835,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR
