t_over_L,d_mm,L_mm,N,lattice_type,band_mean_alpha,C11,C12,C44,surrogate_method,alpha_500hz,alpha_600hz,alpha_700hz,alpha_800hz,alpha_900hz,alpha_1000hz,alpha_1100hz,alpha_1200hz,alpha_1300hz,alpha_1400hz,alpha_1500hz,alpha_1600hz,alpha_1700hz,alpha_1800hz,alpha_1900hz,alpha_2000hz
0.105,2.4643,36.6667,10,FCC,0.10787,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR,0.3482774,0.55329263,0.52854556,0.33273733,0.20364197,0.051028006,0.028151957,0.020489443,0.016311279,0.013593736,0.011655255,0.010191156,0.009041287,0.008112072,0.00734459,0.0066996166
0.115714,2.4643,36.6667,10,FCC,0.098169,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR,0.23656508,0.28825366,0.26974946,0.23176983,0.13607167,0.03754126,0.023940964,0.018103613,0.01466452,0.012342309,0.010649214,0.009352166,0.008323376,0.0074859727,0.006790514,0.0062035555
0.126429,2.4643,36.6667,10,FCC,0.090207,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR,0.22463425,0.23123868,0.25028008,0.2822047,0.07436173,0.030517427,0.020967392,0.01626233,0.013340534,0.011312634,0.0098092,0.008644552,0.0077134613,0.006951137,0.0063151876,0.0057765557
0.137143,2.4643,36.6667,10,FCC,0.082801,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR,0.29497147,0.30549577,0.38391185,0.1862734,0.048862662,0.026044598,0.018726263,0.014788885,0.012248905,0.01044858,0.00909616,0.008039067,0.0071885027,0.0064887423,0.005902805,0.005405064
0.147857,2.4643,36.6667,10,FCC,0.074874,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR,0.47870547,0.47883138,0.28237596,0.16333479,0.037825085,0.022877904,0.01696145,0.013577587,0.01133087,0.009711805,0.008482525,0.007514584,0.006731572,0.0060847756,0.005541479,0.0050788024
0.158571,2.4643,36.6667,10,FCC,0.066072,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR,0.5783516,0.38061115,0.21055838,0.10604144,0.03148808,0.020486055,0.015527437,0.0125610195,0.0105465595,0.009075299,0.007948385,0.007055569,0.0063300575,0.0057286927,0.005222196,0.0047899275
0.169286,2.4643,36.6667,10,FCC,0.058752,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR,0.3999861,0.24508949,0.2503808,0.06706596,0.027261699,0.018598871,0.014334266,0.011693678,0.009867714,0.008519314,0.0074788705,0.0066502495,0.005974294,0.0054123434,0.0049379384,0.0045322995
0.18,2.4643,36.6667,10,FCC,0.053572,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR,0.2668777,0.21968031,0.20727274,0.04850195,0.02418846,0.0170628,0.013323173,0.010943816,0.009273866,0.008029208,0.007062781,0.0062896507,0.0056568496,0.005129418,0.0046832473,0.0043011224
0.03,2.6429,36.6667,10,FCC,0.30177,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR,0.5168582,0.25073892,0.55989754,0.25934994,0.82920384,0.24476458,0.6018034,0.52542186,0.29065496,0.27292413,0.10630862,0.04250852,0.029742774,0.023538768,0.01968057,0.016983
0.040714,2.6429,36.6667,10,FCC,0.255179,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR,0.93391585,0.21221359,0.6372098,0.31734937,0.30802304,0.8297787,0.35625565,0.26619476,0.26796418,0.08763308,0.039220277,0.02783364,0.022111475,0.018504998,0.015966566,0.014058701
0.051429,2.6429,36.6667,10,FCC,0.220785,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR,0.39101845,0.4167229,0.24830996,0.85699815,0.34108117,0.25404915,0.28541765,0.23595384,0.103947826,0.0398357,0.027555393,0.021644257,0.017987398,0.01544141,0.013542138,0.012059533
0.062143,2.6429,36.6667,10,FCC,0.198174,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR,0.22795531,0.9376548,0.26949638,0.28347382,0.5817138,0.59953547,0.41309908,0.1584937,0.044458125,0.02866405,0.0219465,0.017984265,0.015296051,0.01332364,0.011801956,0.010586193
0.072857,2.6429,36.6667,10,FCC,0.180259,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR,0.20477699,0.42240536,0.6998917,0.28733796,0.24676305,0.24338387,0.2545018,0.05795675,0.031531446,0.023052927,0.018469915,0.015492119,0.013363823,0.0117509905,0.01047925,0.009447152
0.083571,2.6429,36.6667,10,FCC,0.164481,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR,0.2766121,0.23876019,0.5107239,0.6783532,0.5156535,0.34317908,0.11702554,0.03767657,0.025238613,0.019515447,0.016044198,0.013657538,0.011893901,0.010527922,0.0094342325,0.008536595
0.094286,2.6429,36.6667,10,FCC,0.148583,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR,0.53968596,0.2344401,0.25135413,0.3083348,0.26295504,0.22660771,0.053954527,0.029283708,0.021327108,0.017023915,0.014230816,0.01223797,0.010730876,0.009545114,0.008584938,0.0077901855
0.105,2.6429,36.6667,10,FCC,0.130174,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR,0.84651977,0.39244342,0.26242203,0.25308946,0.3099481,0.13568212,0.037757315,0.024400895,0.018593986,0.01515006,0.012812683,0.011100924,0.009784255,0.008735988,0.007879759,0.0071663577
0.115714,2.6429,36.6667,10,FCC,0.114492,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR,0.52261233,0.7166209,0.514701,0.46300304,0.22814015,0.06683684,0.030107489,0.021106482,0.016547607,0.013677602,0.0116673,0.010166326,0.008996733,0.008056933,0.007284015,0.0066366205
0.126429,2.6429,36.6667,10,FCC,0.104073,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR,0.2993839,0.46909446,0.46006975,0.27596664,0.20487708,0.04427603,0.025433859,0.018691989,0.014943908,0.01248372,0.010719557,0.009382594,0.008330109,0.007478135,0.00677354,0.006180818
0.137143,2.6429,36.6667,10,FCC,0.0962,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR,0.22166051,0.26695514,0.250586,0.23199773,0.12750351,0.034558438,0.022199707,0.016826823,0.013646027,0.011492843,0.009920603,0.008714926,0.007757931,0.006978555,0.0063310284,0.005784352
0.147857,2.6429,36.6667,10,FCC,0.089497,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR,0.21278498,0.2207885,0.23877785,0.29268935,0.07284388,0.028901989,0.01979147,0.015332058,0.012569759,0.010655085,0.00923673,0.008138575,0.007260975,0.0065426477,0.005943531,0.0054361834
0.158571,2.6429,36.6667,10,FCC,0.083233,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR,0.26368645,0.27251717,0.37024942,0.18924926,0.048897006,0.025092393,0.017909987,0.014101383,0.01166025,0.009936196,0.008644005,0.0076355557,0.006825037,0.0061587817,0.005601263,0.00512791
0.169286,2.6429,36.6667,10,FCC,0.076701,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR,0.4049052,0.438023,0.33774582,0.18069533,0.038148444,0.022302967,0.016389148,0.013066845,0.010879855,0.009311655,0.008124815,0.007192373,0.006439303,0.005818006,0.0052966303,0.004852963
0.18,2.6429,36.6667,10,FCC,0.069214,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR,0.59313756,0.47467917,0.21757303,0.12645167,0.031905297,0.02014813,0.015128587,0.012182936,0.010201974,0.008763568,0.007666026,0.0067988145,0.006095502,0.0055134166,0.005023738,0.0046062195
0.03,2.8214,36.6667,10,FCC,0.31926,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR,0.26954633,0.38751772,0.2563773,0.47982877,0.2936217,0.39363468,0.50500655,0.25243658,0.5274413,0.6022365,0.323331,0.06915631,0.036738854,0.027000396,0.021812987,0.01845456
0.040714,2.8214,36.6667,10,FCC,0.283161,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR,0.75145537,0.20761366,0.8919723,0.21936591,0.8657913,0.28591862,0.30492705,0.6467364,0.54938304,0.26351404,0.060211007,0.034083243,0.025335485,0.020541446,0.017398441,0.015135027
0.051429,2.8214,36.6667,10,FCC,0.243054,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR,0.79811895,0.21723835,0.47665292,0.39659187,0.25299555,0.690878,0.52529407,0.3462417,0.31229624,0.064500235,0.034131277,0.024956247,0.020064577,0.016900143,0.014640148,0.012925776
0.062143,2.8214,36.6667,10,FCC,0.215715,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR,0.35654172,0.4389377,0.23108543,0.8109939,0.36572468,0.24318545,0.25796762,0.22723982,0.08927537,0.0366471,0.025633356,0.020217873,0.016837936,0.014473438,0.01270428,0.011320445
0.072857,2.8214,36.6667,10,FCC,0.196504,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR,0.22158948,0.95275545,0.25108364,0.2828853,0.6258992,0.6102173,0.43931597,0.16204251,0.04320661,0.027526135,0.021001335,0.017181097,0.014598792,0.012708269,0.011251882,0.01008948
0.083571,2.8214,36.6667,10,FCC,0.18089,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR,0.1931396,0.484145,0.5821593,0.24928182,0.24360208,0.24587189,0.23672594,0.06228997,0.03133882,0.022568936,0.017969437,0.015021175,0.012930036,0.011353054,0.010113739,0.009110398
0.094286,2.8214,36.6667,10,FCC,0.167138,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR,0.23093048,0.25637943,0.688223,0.57910246,0.39022765,0.39399296,0.14825809,0.03946841,0.025341535,0.019330276,0.015786737,0.013385849,0.011627351,0.010273347,0.009193756,0.008310423
0.105,2.8214,36.6667,10,FCC,0.153895,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR,0.3800468,0.21108755,0.30196804,0.4559434,0.38798887,0.20897795,0.065943226,0.030474521,0.0215545,0.017001607,0.0141211515,0.012095203,0.0105769085,0.009389734,0.0084327245,0.007643269
0.115714,2.8214,36.6667,10,FCC,0.139157,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR,0.73492914,0.26637498,0.22280501,0.235533,0.22725399,0.19720626,0.04242143,0.025342172,0.018883124,0.015225148,0.012798634,0.011045485,0.009708888,0.008651353,0.0077914963,0.0070775677
0.126429,2.8214,36.6667,10,FCC,0.122919,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR,0.7906567,0.49537772,0.30384582,0.29559052,0.35244623,0.106068626,0.032868173,0.021912562,0.016869651,0.013814409,0.011717807,0.010172073,0.00897781,0.008024,0.007243105,0.006591309
0.137143,2.8214,36.6667,10,FCC,0.110687,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR,0.45397174,0.7350833,0.58306843,0.4758212,0.20211954,0.057231296,0.027399056,0.019412922,0.015283971,0.012661297,0.010815141,0.009432438,0.008352726,0.0074838265,0.006768405,0.006168642
0.147857,2.8214,36.6667,10,FCC,0.102172,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR,0.280416,0.44333893,0.43856207,0.2583194,0.20467795,0.040985625,0.023742137,0.017487716,0.013995105,0.011697637,0.010048075,0.008796937,0.007811454,0.0070133875,0.0063531674,0.005797641
0.158571,2.8214,36.6667,10,FCC,0.09546,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR,0.21405679,0.2636094,0.24758205,0.22286752,0.12880751,0.03299523,0.021075381,0.015947511,0.012922409,0.01087819,0.00938706,0.008244359,0.007337782,0.0065997276,0.005986698,0.005469256
0.169286,2.8214,36.6667,10,FCC,0.089656,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR,0.20055908,0.21235754,0.22139318,0.30799267,0.077305615,0.028059637,0.019020138,0.014680459,0.01201291,0.010171445,0.008810737,0.0077589853,0.006919475,0.006232938,0.00566073,0.0051764334
0.18,2.8214,36.6667,10,FCC,0.084268,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR,0.23005602,0.23593861,0.319882,0.20807274,0.051244825,0.02462644,0.017374856,0.013615914,0.011230403,0.009554879,0.008303405,0.007329033,0.0065472363,0.005905411,0.005368868,0.0049136817
0.03,3.0,36.6667,10,FCC,0.332156,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR,0.18319224,0.69424486,0.18725775,0.9769815,0.20752487,0.9891329,0.2279525,0.64650816,0.38293365,0.2440502,0.272922,0.19527444,0.051560987,0.032155745,0.024575688,0.020220425
0.040714,3.0,36.6667,10,FCC,0.30261,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR,0.36173958,0.27582648,0.36163142,0.2995466,0.49772784,0.25041127,0.9155423,0.28633377,0.25252494,0.26181096,0.1824981,0.046363752,0.029999828,0.023134883,0.019095989,0.016353032
0.051429,3.0,36.6667,10,FCC,0.269647,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR,0.90292835,0.18996798,0.9975841,0.21365862,0.60060567,0.38395306,0.24270074,0.38243303,0.38117808,0.18096201,0.04753763,0.029783694,0.02271382,0.018629067,0.01588178,0.013873509
0.062143,3.0,36.6667,10,FCC,0.235675,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR,0.71556485,0.21847156,0.40799618,0.4515736,0.23204115,0.56718826,0.63811964,0.4264208,0.274565,0.055692393,0.031224487,0.023114461,0.018681562,0.01578073,0.013695326,0.012106689
0.072857,3.0,36.6667,10,FCC,0.212735,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR,0.3451322,0.4250969,0.22189066,0.81822217,0.35503823,0.23416221,0.2500041,0.22156651,0.086248904,0.034909185,0.024396604,0.01923676,0.016018443,0.013767763,0.012084111,0.010767339
0.083571,3.0,36.6667,10,FCC,0.19593,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR,0.22073914,0.94395775,0.22850415,0.298246,0.72069544,0.57076037,0.4544125,0.17289309,0.043365307,0.026913105,0.02038133,0.016615832,0.014090073,0.012249395,0.010835672,0.009709712
0.094286,3.0,36.6667,10,FCC,0.182061,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR,0.1853129,0.5890812,0.44516,0.22367588,0.26312798,0.28479686,0.21253042,0.07179824,0.031696957,0.02235479,0.017652778,0.014691872,0.012612315,0.011053757,0.009834096,0.0088496795
0.105,3.0,36.6667,10,FCC,0.16985,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR,0.1994663,0.29475874,0.84803,0.3956121,0.2724197,0.2942861,0.18920785,0.042570267,0.025743878,0.019307258,0.015643643,0.013204161,0.011435698,0.010083193,0.009009901,0.008134789
0.115714,3.0,36.6667,10,FCC,0.158429,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR,0.2771917,0.21026735,0.42174017,0.68743986,0.56331015,0.2880073,0.0931227,0.03226681,0.021968603,0.017084438,0.014086143,0.012011405,0.010472212,0.009276912,0.008318075,0.007530013
0.126429,3.0,36.6667,10,FCC,0.146675,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR,0.48898393,0.21073899,0.23847954,0.30958548,0.26212367,0.22160186,0.05043205,0.026632609,0.019298058,0.015371735,0.012834813,0.011029361,0.009666196,0.0085948715,0.0077280644,0.007011034
0.137143,3.0,36.6667,10,FCC,0.132985,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR,0.84040636,0.29779118,0.2194782,0.21999678,0.24656549,0.15768392,0.03695844,0.022947555,0.01728112,0.014001634,0.011802897,0.01020433,0.008980592,0.008009582,0.007218419,0.0065604793
0.147857,3.0,36.6667,10,FCC,0.119004,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR,0.739809,0.5551478,0.3310535,0.32881,0.343626,0.0905811,0.030076483,0.020294324,0.015689366,0.012874848,0.010934462,0.009499837,0.008389313,0.007501187,0.006773342,0.0061653596
0.158571,3.0,36.6667,10,FCC,0.1088,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR,0.43303463,0.746701,0.6075188,0.48199508,0.1943225,0.05325493,0.025729734,0.018266598,0.014393128,0.011928431,0.010191775,0.008890278,0.007873547,0.007055084,0.006381038,0.0058158645
0.169286,3.0,36.6667,10,FCC,0.101431,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR,0.27809468,0.45924836,0.4608478,0.2626533,0.20967872,0.039545752,0.02266383,0.016652511,0.013312265,0.011120084,0.009548196,0.008356984,0.007419257,0.0066601927,0.006032445,0.005504378
0.18,3.0,36.6667,10,FCC,0.095505,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR,0.21241987,0.27535313,0.25950217,0.20880641,0.1370604,0.0323556,0.020351952,0.015329517,0.012394433,0.010420388,0.008984481,0.007886129,0.007015868,0.0063080564,0.005720577,0.0052249883
0.03,0.5,40.0,10,FCC,0.010354,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR,0.03359204,0.024854103,0.019292222,0.015512261,0.012812405,0.01080814,0.009273765,0.00806927,0.0071038133,0.0063162185,0.005663978,0.005116754,0.0046523926,0.0042543835,0.0039102044,0.0036102065
0.040714,0.5,40.0,10,FCC,0.007933,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR,0.025078924,0.018796435,0.014707533,0.01188805,0.009854461,0.008334438,0.0071649766,0.0062435153,0.005502806,0.004897196,0.0043947613,0.003972608,0.003613947,0.0033062259,0.003039898,0.0028075902
0.051429,0.5,40.0,10,FCC,0.006432,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR,0.020026444,0.015120323,0.011886127,0.009637194,0.008005814,0.006781472,0.0058366954,0.0050906027,0.004489823,0.0039979476,0.0035894243,0.0032458692,0.002953769,0.002703,0.0024858497,0.002296353
0.062143,0.5,40.0,10,FCC,0.005409,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR,0.016674923,0.012649681,0.009974088,0.008103367,0.0067412304,0.00571621,0.0049236785,0.004296877,0.0037915679,0.0033774779,0.003033304,0.0027436893,0.0024973277,0.0022857366,0.0021024467,0.0019424497
0.072857,0.5,40.0,10,FCC,0.004667,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR,0.014286958,0.010874107,0.008592359,0.0069908453,0.005821622,0.0049400935,0.0042575467,0.0037171524,0.0032811402,0.0029236015,0.0026262722,0.0023759676,0.002162968,0.0019799748,0.001821417,0.0016829785
0.083571,0.5,40.0,10,FCC,0.004104,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR,0.012498487,0.00953614,0.0075470647,0.0061469744,0.0051227775,0.004349491,0.003750122,0.0032752003,0.002891774,0.0025772008,0.0023154966,0.0020951102,0.0019075185,0.001746317,0.0016066137,0.001484617
0.094286,0.5,40.0,10,FCC,0.003662,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR,0.011108491,0.008491527,0.0067285458,0.005484859,0.004573679,0.0038849625,0.003350705,0.0029271108,0.002584957,0.0023041358,0.0020704377,0.0018735853,0.0017059898,0.0015619455,0.0014370923,0.0013280491
0.105,0.5,40.0,10,FCC,0.003306,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR,0.009997176,0.0076533975,0.0060703116,0.0049515706,0.00413093,0.003510101,0.0030281898,0.0026459082,0.0023370034,0.002083392,0.001872285,0.0016944249,0.0015429731,0.0014127851,0.0012999283,0.001201352
0.115714,0.5,40.0,10,FCC,0.003013,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR,0.00908821,0.0069659436,0.0055294214,0.0045128036,0.0037663318,0.0032012062,0.0027622988,0.0024139876,0.0021324428,0.0019012352,0.0017087373,0.0015465282,0.0014083841,0.0012896212,0.001186658,0.0010967158
0.126429,0.5,40.0,10,FCC,0.002768,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR,0.008330827,0.0063918163,0.005077018,0.0041454406,0.003460845,0.002942253,0.0025393062,0.0022194237,0.0019607889,0.0017483501,0.0015714483,0.00142236,0.001295375,0.0011861951,0.001091532,0.0010088341
0.137143,0.5,40.0,10,FCC,0.00256,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR,0.007690112,0.0059051993,0.004693092,0.003833416,0.0032012174,0.0027220745,0.002349639,0.002053893,0.001814719,0.0016182297,0.0014545851,0.0013166533,0.0011991591,0.0010981306,0.0010105288,0.00093399495
0.147857,0.5,40.0,10,FCC,0.002381,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR,0.0071409717,0.005487459,0.004363158,0.0035650772,0.002977824,0.0025325527,0.0021863333,0.0019113367,0.0016889,0.0015061327,0.0013538973,0.0012255687,0.0011162454,0.0010222358,0.00094071514,0.00086949044
0.158571,0.5,40.0,10,FCC,0.002225,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR,0.006665072,0.005124933,0.0040765735,0.0033318496,0.0027835749,0.0023677018,0.0020442505,0.0017872829,0.0015793943,0.0014085576,0.0012662443,0.0011462689,0.001044054,0.0009561517,0.0008799229,0.00081331853
0.169286,0.5,40.0,10,FCC,0.002089,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR,0.006248633,0.0048073237,0.0038252985,0.003127247,0.002613101,0.0022229867,0.0019194953,0.0016783396,0.0014832142,0.001322847,0.0011892425,0.0010766,0.0009806263,0.0008980867,0.00082650495,0.00076395855
0.18,0.5,40.0,10,FCC,0.001968,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR,0.005881226,0.0045268172,0.0036032244,0.002946336,0.0024623154,0.002094953,0.0018090998,0.0015819217,0.0013980821,0.0012469746,0.0011210738,0.0010149191,0.0009244678,0.0008466738,0.0007792049,0.00072025
0.03,0.6786,40.0,10,FCC,0.013893,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR,0.054090098,0.03575424,0.026240418,0.020452138,0.016581222,0.013825758,0.011774767,0.01019578,0.0089475345,0.007939376,0.0071105575,0.006418922,0.0058343452,0.0053347657,0.0049036783,0.0045285085
0.040714,0.6786,40.0,10,FCC,0.010599,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR,0.038306836,0.026505139,0.019889224,0.015696593,0.012825304,0.010750179,0.009189549,0.007979159,0.0070170313,0.006236681,0.005593023,0.005054476,0.004598308,0.004207769,0.0038702674,0.0035761704
0.051429,0.6786,40.0,10,FCC,0.008586,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR,0.029826704,0.021117995,0.016036503,0.012744943,0.010460619,0.008795272,0.0075352234,0.0065536564,0.0057708374,0.0051342966,0.0046081967,0.0041672937,0.003793335,0.0034728227,0.0031955796,0.0029538
0.062143,0.6786,40.0,10,FCC,0.007222,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR,0.024477974,0.017571103,0.013442348,0.010731227,0.008833739,0.007442582,0.006385808,0.0055601913,0.0049002944,0.0043627867,0.003917933,0.003544709,0.0032278663,0.002956102,0.0027208764,0.002515628
0.072857,0.6786,40.0,10,FCC,0.006234,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR,0.02077856,0.0150524555,0.011573922,0.009268452,0.007645396,0.006450727,0.005540664,0.004828195,0.004257838,0.0037926917,0.0034073493,0.0030837972,0.002808943,0.0025730643,0.002368805,0.0021905063
0.083571,0.6786,40.0,10,FCC,0.005485,0.2943956970696346,0.1295571782350305,0.123867149400178,GPR,0.018060952,0.013169138,0.010163083,0.008157306,0.006739154,0.005692252,0.0048930873,0.0042664707,0.0037642482,0.00335429,0.0030144162,0.0027288701,0.0024861817,0.002277821,0.002097328,0.0019397276
0.094286,0.6786,40.0,10,FCC,0.004897,0.3328996620684367,0.1448598699314488,0.1369224581143723,GPR,0.015977135,0.011706533,0.009059559,0.0072843456,0.006025081,0.005093379,0.004381005,0.00382177,0.0033731405,0.003006666,0.0027026664,0.0024471404,0.002229882,0.0020432938,0.0018816165,0.0017404123
0.105,0.6786,40.0,10,FCC,0.004423,0.3745849046816351,0.1610305599164179,0.1504175003481171,GPR,0.014327503,0.010537538,0.008172744,0.006580428,0.0054479716,0.0046085953,0.003965989,0.0034610399,0.0030556621,0.0027243274,0.00244935,0.0022181312,0.0020214783,0.0018525426,0.0017061287,0.0015782309
0.115714,0.6786,40.0,10,FCC,0.004033,0.4199627859869457,0.1781871535626104,0.1644203397994739,GPR,0.01298837,0.00958147,0.007444344,0.006000691,0.004971807,0.004208093,0.0036227996,0.0031625258,0.0027927917,0.0024904471,0.0022394338,0.0020283,0.0018486833,0.0016943497,0.0015605666,0.0014436839
0.126429,0.6786,40.0,10,FCC,0.003706,0.4696410663089002,0.1965188270301765,0.1790168005881504,GPR,0.011879145,0.008784801,0.006835279,0.005514869,0.004572187,0.0038716178,0.0033342503,0.00291139,0.0025715397,0.0022935222,0.0020626325,0.0018683751,0.00170308,0.0015610263,0.0014378694,0.0013302563
0.137143,0.6786,40.0,10,FCC,0.003429,0.5243039847391655,0.2163199951475159,0.1943066440931763,GPR,0.010945247,0.008110768,0.006318498,0.0051019066,0.0042320797,0.0035849998,0.0030882966,0.0026972205,0.0023827814,0.0021254658,0.0019117114,0.0017318309,0.0015787415,0.0014471572,0.0013330621,0.0012333561
0.147857,0.6786,40.0,10,FCC,0.00319,0.5847260058382591,0.2380301332969348,0.2104105791649196,GPR,0.010147951,0.0075329784,0.0058744443,0.004746517,0.003939083,0.003337899,0.0028761362,0.002512399,0.0022198353,0.001980352,0.0017813653,0.0016138805,0.0014713183,0.0013487664,0.0012424912,0.00114961
0.158571,0.6786,40.0,10,FCC,0.002982,0.6517299791754321,0.2622353623203156,0.2274619707900609,GPR,0.009459244,0.0070321597,0.0054887603,0.0044374387,0.0036840392,0.0031226687,0.0026912524,0.0023512808,0.002077746,0.0018537837,0.0016676559,0.0015109689,0.0013775794,0.0012628995,0.0011634412,0.0010765106
0.169286,0.6786,40.0,10,FCC,0.0028,0.7261657566529944,0.2896509851261112,0.2456052424974568,GPR,0.008858252,0.0065938327,0.0051506087,0.0041661453,0.0034600014,0.0029334996,0.0025286882,0.0022095684,0.0019527397,0.00174241,0.0015675812,0.0014203847,0.0012950597,0.0011873024,0.00109384,0.0010121439
0.18,0.6786,40.0,10,FCC,0.002638,0.808840368709163,0.3210547697601771,0.2649826641710379,GPR,0.008329277,0.0062070414,0.004851759,0.003926147,0.0032616735,0.0027659575,0.0023846573,0.0020839772,0.0018419299,0.0016436673,0.0014788433,0.0013400527,0.0012218722,0.0011202488,0.0010321,0.00095504354
0.03,0.8571,40.0,10,FCC,0.018736,0.1374801134742816,0.0632812463452137,0.0637868067677611,GPR,0.104823865,0.052793495,0.035008613,0.026066849,0.020620378,0.016943486,0.014295543,0.012301169,0.010748348,0.009507813,0.008496122,0.0076569687,0.006950976,0.006349786,0.005832469,0.0053832484
0.040714,0.8571,40.0,10,FCC,0.013714,0.1649879445678289,0.0754201784422323,0.0752047928127203,GPR,0.061089676,0.03648664,0.025822455,0.01979738,0.01591476,0.01320834,0.011219428,0.009700659,0.008506422,0.007545315,0.0067570633,0.006100323,0.0055458127,0.005072231,0.004663724,0.004308262
0.051429,0.8571,40.0,10,FCC,0.010945,0.1942135868811069,0.0880541207830709,0.0868989325644335,GPR,0.04370068,0.028185822,0.020555383,0.015998695,0.012975408,0.010830717,0.009236373,0.00800909,0.0070383796,0.0062536946,0.0056079137,0.0050683976,0.004611851,0.0042212214,0.0038837532,0.0035897256
0.062143,0.8571,40.0,10,FCC,0.009142,0.2253606054408146,0.1012346967659918,0.0988898714618153,GPR,0.03435338,0.02305663,0.01710605,0.013436972,0.010958992,0.009181623,0.007850517,0.0068204696,0.0060025933,0.005339492,0.004792505,0.004334677,0.0039466703,0.0036142694,0.0033268046,0.0030761214
0.072857,0.8571,40.0,10,FCC,0.007861,0.2586631025509222,0.1150417828998232,0.1112028391470513,GPR,0.02842739,0.019543037,0.01466127,0.01158809,0.009487664,0.007969637,0.006826868,0.005939279,0.0052325698,0.0046583824,0.004183949,0.0037863166,0.003448956,0.0031596804,0.0029093202,0.0026908526
