t_over_L,d_mm,L_mm,N,lattice_type,band_mean_alpha,alpha_1000hz
0.105,2.1071,30.0,5,FCC_face,0.375418,0.700146
0.105,2.1071,30.0,10,FCC_face,0.53182,0.272794
0.105,2.1071,30.0,15,FCC_face,0.601131,0.929934
0.105,2.1071,30.0,20,FCC_face,0.628816,0.49376
0.105,2.1071,33.3333,5,FCC_face,0.386757,0.189477
0.105,2.1071,33.3333,10,FCC_face,0.482394,0.60008
0.105,2.1071,33.3333,15,FCC_face,0.528418,0.892681
0.105,2.1071,33.3333,20,FCC_face,0.555443,0.555023
0.105,2.1071,36.6667,5,FCC_face,0.329605,0.5072
0.105,2.1071,36.6667,10,FCC_face,0.393504,0.913606
0.105,2.1071,36.6667,15,FCC_face,0.418214,0.735357
0.105,2.1071,36.6667,20,FCC_face,0.428876,0.59249
0.105,2.1071,40.0,5,FCC_face,0.272747,0.265614
0.105,2.1071,40.0,10,FCC_face,0.299073,0.736703
0.105,2.1071,40.0,15,FCC_face,0.312415,0.425524
0.105,2.1071,40.0,20,FCC_face,0.321469,0.587864
0.105,2.2857,30.0,5,FCC_face,0.326193,0.710902
0.105,2.2857,30.0,10,FCC_face,0.51032,0.343459
0.105,2.2857,30.0,15,FCC_face,0.589491,0.383205
0.105,2.2857,30.0,20,FCC_face,0.632568,0.988816
0.105,2.2857,33.3333,5,FCC_face,0.377843,0.246971
0.105,2.2857,33.3333,10,FCC_face,0.500978,0.872479
0.105,2.2857,33.3333,15,FCC_face,0.570703,0.380798
0.105,2.2857,33.3333,20,FCC_face,0.605662,0.705627
0.105,2.2857,36.6667,5,FCC_face,0.346254,0.210179
0.105,2.2857,36.6667,10,FCC_face,0.427792,0.341324
0.105,2.2857,36.6667,15,FCC_face,0.463587,0.42733
0.105,2.2857,36.6667,20,FCC_face,0.481333,0.487417
0.105,2.2857,40.0,5,FCC_face,0.294337,0.694407
0.105,2.2857,40.0,10,FCC_face,0.346452,0.327704
0.105,2.2857,40.0,15,FCC_face,0.362408,0.667662
0.105,2.2857,40.0,20,FCC_face,0.369846,0.588048
0.105,2.4643,30.0,5,FCC_face,0.311674,0.404071
0.105,2.4643,30.0,10,FCC_face,0.497044,0.596654
0.105,2.4643,30.0,15,FCC_face,0.56505,0.345965
0.105,2.4643,30.0,20,FCC_face,0.627139,0.447825
0.105,2.4643,33.3333,5,FCC_face,0.366289,0.373383
0.105,2.4643,33.3333,10,FCC_face,0.499344,0.344509
0.105,2.4643,33.3333,15,FCC_face,0.587371,0.546602
0.105,2.4643,33.3333,20,FCC_face,0.623429,0.620821
0.105,2.4643,36.6667,5,FCC_face,0.357746,0.162844
0.105,2.4643,36.6667,10,FCC_face,0.456282,0.334651
0.105,2.4643,36.6667,15,FCC_face,0.504266,0.634042
0.105,2.4643,36.6667,20,FCC_face,0.531335,0.894926
0.105,2.4643,40.0,5,FCC_face,0.309713,0.757373
0.105,2.4643,40.0,10,FCC_face,0.380136,0.755794
0.105,2.4643,40.0,15,FCC_face,0.409717,0.484077
0.105,2.4643,40.0,20,FCC_face,0.423283,0.472689
0.105,2.6429,33.3333,5,FCC_face,0.337422,0.563132
0.105,2.6429,33.3333,10,FCC_face,0.496685,0.23938
0.105,2.6429,33.3333,15,FCC_face,0.580856,0.975839
0.105,2.6429,33.3333,20,FCC_face,0.622894,0.425574
0.105,2.6429,36.6667,5,FCC_face,0.362836,0.17257
0.105,2.6429,36.6667,10,FCC_face,0.477615,0.703769
0.105,2.6429,36.6667,15,FCC_face,0.540916,0.744533
0.105,2.6429,36.6667,20,FCC_face,0.581467,0.451567
0.105,2.6429,40.0,5,FCC_face,0.320921,0.278167
0.105,2.6429,40.0,10,FCC_face,0.40597,0.568817
0.105,2.6429,40.0,15,FCC_face,0.445814,0.771256
0.105,2.6429,40.0,20,FCC_face,0.466532,0.840332
0.105,2.8214,36.6667,5,FCC_face,0.342254,0.21368
0.105,2.8214,36.6667,10,FCC_face,0.47905,0.842226
0.105,2.8214,36.6667,15,FCC_face,0.562086,0.345882
0.105,2.8214,36.6667,20,FCC_face,0.609218,0.671689
0.105,2.8214,40.0,5,FCC_face,0.328726,0.167733
0.105,2.8214,40.0,10,FCC_face,0.427095,0.276466
0.105,2.8214,40.0,15,FCC_face,0.476645,0.366361
0.105,2.8214,40.0,20,FCC_face,0.504353,0.452233
0.105,3.0,36.6667,5,FCC_face,0.328913,0.287427
0.105,3.0,36.6667,10,FCC_face,0.472607,0.372337
0.105,3.0,36.6667,15,FCC_face,0.56503,0.408401
0.105,3.0,36.6667,20,FCC_face,0.615688,0.801753
0.105,3.0,40.0,5,FCC_face,0.333351,0.143709
0.105,3.0,40.0,10,FCC_face,0.444281,0.309772
0.105,3.0,40.0,15,FCC_face,0.504182,0.645977
0.105,3.0,40.0,20,FCC_face,0.540711,0.968876
0.115714,0.5,10.0,5,FCC_face,0.549299,0.475379
0.115714,0.5,10.0,10,FCC_face,0.565298,0.75398
0.115714,0.5,10.0,15,FCC_face,0.590121,0.505271
0.115714,0.5,10.0,20,FCC_face,0.598381,0.591044
0.115714,0.5,13.3333,5,FCC_face,0.444123,0.471415
0.115714,0.5,13.3333,10,FCC_face,0.471373,0.54794
0.115714,0.5,13.3333,15,FCC_face,0.46796,0.497354
0.115714,0.5,13.3333,20,FCC_face,0.469082,0.48552
0.115714,0.5,16.6667,5,FCC_face,0.310951,0.325614
0.115714,0.5,16.6667,10,FCC_face,0.312853,0.37621
0.115714,0.5,16.6667,15,FCC_face,0.313145,0.382615
0.115714,0.5,16.6667,20,FCC_face,0.313208,0.383042
0.115714,0.5,20.0,5,FCC_face,0.177293,0.253972
0.115714,0.5,20.0,10,FCC_face,0.176559,0.258723
0.115714,0.5,20.0,15,FCC_face,0.176642,0.258823
0.115714,0.5,20.0,20,FCC_face,0.176638,0.258824
0.115714,0.5,23.3333,5,FCC_face,0.100371,0.111029
0.115714,0.5,23.3333,10,FCC_face,0.100425,0.11103
0.115714,0.5,23.3333,15,FCC_face,0.100428,0.11103
0.115714,0.5,23.3333,20,FCC_face,0.100429,0.11103
0.115714,0.5,26.6667,5,FCC_face,0.058303,0.054805
0.115714,0.5,26.6667,10,FCC_face,0.058317,0.054805
0.115714,0.5,26.6667,15,FCC_face,0.058317,0.054805
0.115714,0.5,26.6667,20,FCC_face,0.058317,0.054805
0.115714,0.5,30.0,5,FCC_face,0.035508,0.034389
0.115714,0.5,30.0,10,FCC_face,0.035507,0.034389
0.115714,0.5,30.0,15,FCC_face,0.035507,0.034389
0.115714,0.5,30.0,20,FCC_face,0.035507,0.034389
0.115714,0.5,33.3333,5,FCC_face,0.023551,0.023824
0.115714,0.5,33.3333,10,FCC_face,0.023551,0.023824
0.115714,0.5,33.3333,15,FCC_face,0.023551,0.023824
0.115714,0.5,33.3333,20,FCC_face,0.023551,0.023824
0.115714,0.5,36.6667,5,FCC_face,0.016844,0.017443
0.115714,0.5,36.6667,10,FCC_face,0.016844,0.017443
0.115714,0.5,36.6667,15,FCC_face,0.016844,0.017443
0.115714,0.5,36.6667,20,FCC_face,0.016844,0.017443
0.115714,0.5,40.0,5,FCC_face,0.012641,0.013251
0.115714,0.5,40.0,10,FCC_face,0.012641,0.013251
0.115714,0.5,40.0,15,FCC_face,0.012641,0.013251
0.115714,0.5,40.0,20,FCC_face,0.012641,0.013251
0.115714,0.6786,10.0,5,FCC_face,0.439787,0.821832
0.115714,0.6786,10.0,10,FCC_face,0.545536,0.306128
0.115714,0.6786,10.0,15,FCC_face,0.610573,0.88824
0.115714,0.6786,10.0,20,FCC_face,0.671022,0.503406
0.115714,0.6786,13.3333,5,FCC_face,0.513898,0.249243
0.115714,0.6786,13.3333,10,FCC_face,0.570947,0.455176
0.115714,0.6786,13.3333,15,FCC_face,0.601268,0.615671
0.115714,0.6786,13.3333,20,FCC_face,0.596756,0.675079
0.115714,0.6786,16.6667,5,FCC_face,0.434457,0.806061
0.115714,0.6786,16.6667,10,FCC_face,0.487388,0.453413
0.115714,0.6786,16.6667,15,FCC_face,0.488584,0.507478
0.115714,0.6786,16.6667,20,FCC_face,0.487415,0.534499
0.115714,0.6786,20.0,5,FCC_face,0.324138,0.347299
0.115714,0.6786,20.0,10,FCC_face,0.328047,0.408877
0.115714,0.6786,20.0,15,FCC_face,0.328287,0.420119
0.115714,0.6786,20.0,20,FCC_face,0.328319,0.422513
0.115714,0.6786,23.3333,5,FCC_face,0.198078,0.282413
0.115714,0.6786,23.3333,10,FCC_face,0.19608,0.302092
0.115714,0.6786,23.3333,15,FCC_face,0.196696,0.304005
0.115714,0.6786,23.3333,20,FCC_face,0.196657,0.304098
0.115714,0.6786,26.6667,5,FCC_face,0.116616,0.129731
0.115714,0.6786,26.6667,10,FCC_face,0.117631,0.129668
0.115714,0.6786,26.6667,15,FCC_face,0.117719,0.129668
0.115714,0.6786,26.6667,20,FCC_face,0.117715,0.129668
0.115714,0.6786,30.0,5,FCC_face,0.070406,0.056197
0.115714,0.6786,30.0,10,FCC_face,0.070244,0.056197
0.115714,0.6786,30.0,15,FCC_face,0.070254,0.056197
0.115714,0.6786,30.0,20,FCC_face,0.070254,0.056197
0.115714,0.6786,33.3333,5,FCC_face,0.042079,0.034896
0.115714,0.6786,33.3333,10,FCC_face,0.042058,0.034896
0.115714,0.6786,33.3333,15,FCC_face,0.042058,0.034896
0.115714,0.6786,33.3333,20,FCC_face,0.042058,0.034896
0.115714,0.6786,36.6667,5,FCC_face,0.026438,0.024393
0.115714,0.6786,36.6667,10,FCC_face,0.026439,0.024393
0.115714,0.6786,36.6667,15,FCC_face,0.026439,0.024393
0.115714,0.6786,36.6667,20,FCC_face,0.026439,0.024393
0.115714,0.6786,40.0,5,FCC_face,0.018394,0.018096
0.115714,0.6786,40.0,10,FCC_face,0.018394,0.018096
0.115714,0.6786,40.0,15,FCC_face,0.018394,0.018096
0.115714,0.6786,40.0,20,FCC_face,0.018394,0.018096
0.115714,0.8571,13.3333,5,FCC_face,0.49682,0.314538
0.115714,0.8571,13.3333,10,FCC_face,0.548326,0.995283
0.115714,0.8571,13.3333,15,FCC_face,0.637174,0.502595
0.115714,0.8571,13.3333,20,FCC_face,0.669534,0.513553
0.115714,0.8571,16.6667,5,FCC_face,0.458618,0.274121
0.115714,0.8571,16.6667,10,FCC_face,0.5746,0.54229
0.115714,0.8571,16.6667,15,FCC_face,0.579511,0.685265
0.115714,0.8571,16.6667,20,FCC_face,0.597393,0.7005
0.115714,0.8571,20.0,5,FCC_face,0.428796,0.493471
0.115714,0.8571,20.0,10,FCC_face,0.470006,0.511699
0.115714,0.8571,20.0,15,FCC_face,0.483074,0.503837
0.115714,0.8571,20.0,20,FCC_face,0.483306,0.551701
0.115714,0.8571,23.3333,5,FCC_face,0.313867,0.526987
0.115714,0.8571,23.3333,10,FCC_face,0.319377,0.490187
0.115714,0.8571,23.3333,15,FCC_face,0.318976,0.445278
0.115714,0.8571,23.3333,20,FCC_face,0.318553,0.437974
0.115714,0.8571,26.6667,5,FCC_face,0.198353,0.319152
0.115714,0.8571,26.6667,10,FCC_face,0.198538,0.321299
0.115714,0.8571,26.6667,15,FCC_face,0.199955,0.321188
0.115714,0.8571,26.6667,20,FCC_face,0.19967,0.321186
0.115714,0.8571,30.0,5,FCC_face,0.122252,0.130397
0.115714,0.8571,30.0,10,FCC_face,0.124381,0.130015
0.115714,0.8571,30.0,15,FCC_face,0.12472,0.130015
0.115714,0.8571,30.0,20,FCC_face,0.12469,0.130015
0.115714,0.8571,33.3333,5,FCC_face,0.077676,0.053451
0.115714,0.8571,33.3333,10,FCC_face,0.0768,0.053451
0.115714,0.8571,33.3333,15,FCC_face,0.076833,0.053451
0.115714,0.8571,33.3333,20,FCC_face,0.076839,0.053451
0.115714,0.8571,36.6667,5,FCC_face,0.04649,0.033544
0.115714,0.8571,36.6667,10,FCC_face,0.046556,0.033544
0.115714,0.8571,36.6667,15,FCC_face,0.046563,0.033544
0.115714,0.8571,36.6667,20,FCC_face,0.046563,0.033544
0.115714,0.8571,40.0,5,FCC_face,0.028427,0.023796
0.115714,0.8571,40.0,10,FCC_face,0.028442,0.023796
0.115714,0.8571,40.0,15,FCC_face,0.028442,0.023796
0.115714,0.8571,40.0,20,FCC_face,0.028442,0.023796
0.115714,1.0357,13.3333,5,FCC_face,0.335612,0.424214
0.115714,1.0357,13.3333,10,FCC_face,0.500336,0.397209
0.115714,1.0357,13.3333,15,FCC_face,0.612164,0.400072
0.115714,1.0357,13.3333,20,FCC_face,0.675365,0.989976
0.115714,1.0357,16.6667,5,FCC_face,0.437278,0.185702
0.115714,1.0357,16.6667,10,FCC_face,0.5685,0.344544
0.115714,1.0357,16.6667,15,FCC_face,0.637757,0.504687
0.115714,1.0357,16.6667,20,FCC_face,0.648889,0.652827
0.115714,1.0357,20.0,5,FCC_face,0.442022,0.804957
0.115714,1.0357,20.0,10,FCC_face,0.561153,0.583828
0.115714,1.0357,20.0,15,FCC_face,0.571195,0.459433
0.115714,1.0357,20.0,20,FCC_face,0.576743,0.627223
0.115714,1.0357,23.3333,5,FCC_face,0.402118,0.268386
0.115714,1.0357,23.3333,10,FCC_face,0.435746,0.552758
0.115714,1.0357,23.3333,15,FCC_face,0.4466,0.606951
0.115714,1.0357,23.3333,20,FCC_face,0.45102,0.528736
0.115714,1.0357,26.6667,5,FCC_face,0.293558,0.5964
0.115714,1.0357,26.6667,10,FCC_face,0.29831,0.386599
0.115714,1.0357,26.6667,15,FCC_face,0.297188,0.451765
0.115714,1.0357,26.6667,20,FCC_face,0.297039,0.446509
0.115714,1.0357,30.0,5,FCC_face,0.185921,0.385573
0.115714,1.0357,30.0,10,FCC_face,0.192803,0.322576
0.115714,1.0357,30.0,15,FCC_face,0.193821,0.317663
0.115714,1.0357,30.0,20,FCC_face,0.193463,0.318332
0.115714,1.0357,33.3333,5,FCC_face,0.121938,0.1122
0.115714,1.0357,33.3333,10,FCC_face,0.124146,0.112012
0.115714,1.0357,33.3333,15,FCC_face,0.124911,0.112012
0.115714,1.0357,33.3333,20,FCC_face,0.124943,0.112012
0.115714,1.0357,36.6667,5,FCC_face,0.080503,0.04849
0.115714,1.0357,36.6667,10,FCC_face,0.079023,0.048491
0.115714,1.0357,36.6667,15,FCC_face,0.079099,0.048491
0.115714,1.0357,36.6667,20,FCC_face,0.079129,0.048491
0.115714,1.0357,40.0,5,FCC_face,0.048468,0.031313
0.115714,1.0357,40.0,10,FCC_face,0.048811,0.031313
0.115714,1.0357,40.0,15,FCC_face,0.048841,0.031313
0.115714,1.0357,40.0,20,FCC_face,0.048838,0.031313
0.115714,1.2143,16.6667,5,FCC_face,0.429266,0.195655
0.115714,1.2143,16.6667,10,FCC_face,0.502773,0.613246
0.115714,1.2143,16.6667,15,FCC_face,0.628163,0.974196
0.115714,1.2143,16.6667,20,FCC_face,0.659875,0.610726
0.115714,1.2143,20.0,5,FCC_face,0.435485,0.255263
0.115714,1.2143,20.0,10,FCC_face,0.576712,0.654413
0.115714,1.2143,20.0,15,FCC_face,0.601266,0.898883
0.115714,1.2143,20.0,20,FCC_face,0.642586,0.823733
0.115714,1.2143,23.3333,5,FCC_face,0.440979,0.586573
0.115714,1.2143,23.3333,10,FCC_face,0.519056,0.407594
0.115714,1.2143,23.3333,15,FCC_face,0.552236,0.658186
0.115714,1.2143,23.3333,20,FCC_face,0.555158,0.550859
0.115714,1.2143,26.6667,5,FCC_face,0.362904,0.293859
0.115714,1.2143,26.6667,10,FCC_face,0.393489,0.423077
0.115714,1.2143,26.6667,15,FCC_face,0.401118,0.478233
0.115714,1.2143,26.6667,20,FCC_face,0.403469,0.503814
0.115714,1.2143,30.0,5,FCC_face,0.267965,0.313022
0.115714,1.2143,30.0,10,FCC_face,0.268282,0.499139
0.115714,1.2143,30.0,15,FCC_face,0.270569,0.414343
0.115714,1.2143,30.0,20,FCC_face,0.272547,0.441885
0.115714,1.2143,33.3333,5,FCC_face,0.169179,0.286881
0.115714,1.2143,33.3333,10,FCC_face,0.18329,0.295805
0.115714,1.2143,33.3333,15,FCC_face,0.182037,0.298028
0.115714,1.2143,33.3333,20,FCC_face,0.182881,0.297407
0.115714,1.2143,36.6667,5,FCC_face,0.118543,0.087176
0.115714,1.2143,36.6667,10,FCC_face,0.1199,0.087213
0.115714,1.2143,36.6667,15,FCC_face,0.120662,0.087213
0.115714,1.2143,36.6667,20,FCC_face,0.120895,0.087213
0.115714,1.2143,40.0,5,FCC_face,0.079433,0.042804
0.115714,1.2143,40.0,10,FCC_face,0.077942,0.042805
0.115714,1.2143,40.0,15,FCC_face,0.078219,0.042805
0.115714,1.2143,40.0,20,FCC_face,0.078277,0.042805
0.115714,1.3929,20.0,5,FCC_face,0.35895,0.158886
0.115714,1.3929,20.0,10,FCC_face,0.531248,0.284773
0.115714,1.3929,20.0,15,FCC_face,0.609601,0.383295
0.115714,1.3929,20.0,20,FCC_face,0.656797,0.459953
0.115714,1.3929,23.3333,5,FCC_face,0.410272,0.896293
0.115714,1.3929,23.3333,10,FCC_face,0.562442,0.460092
0.115714,1.3929,23.3333,15,FCC_face,0.596361,0.441507
0.115714,1.3929,23.3333,20,FCC_face,0.609746,0.803521
0.115714,1.3929,26.6667,5,FCC_face,0.412891,0.246959
0.115714,1.3929,26.6667,10,FCC_face,0.473597,0.721278
0.115714,1.3929,26.6667,15,FCC_face,0.498356,0.657694
0.115714,1.3929,26.6667,20,FCC_face,0.510332,0.512369
0.115714,1.3929,30.0,5,FCC_face,0.3254,0.787744
0.115714,1.3929,30.0,10,FCC_face,0.352918,0.585296
0.115714,1.3929,30.0,15,FCC_face,0.358381,0.465545
0.115714,1.3929,30.0,20,FCC_face,0.359233,0.487227
0.115714,1.3929,33.3333,5,FCC_face,0.236615,0.269207
0.115714,1.3929,33.3333,10,FCC_face,0.239577,0.358865
0.115714,1.3929,33.3333,15,FCC_face,0.24703,0.408871
0.115714,1.3929,33.3333,20,FCC_face,0.248022,0.4217
0.115714,1.3929,36.6667,5,FCC_face,0.153989,0.224705
0.115714,1.3929,36.6667,10,FCC_face,0.170627,0.250654
0.115714,1.3929,36.6667,15,FCC_face,0.168925,0.254305
0.115714,1.3929,36.6667,20,FCC_face,0.169524,0.254235
0.115714,1.3929,40.0,5,FCC_face,0.113538,0.066743
0.115714,1.3929,40.0,10,FCC_face,0.113969,0.066766
0.115714,1.3929,40.0,15,FCC_face,0.114136,0.066766
0.115714,1.3929,40.0,20,FCC_face,0.114265,0.066766
0.115714,1.5714,20.0,5,FCC_face,0.345465,0.141636
0.115714,1.5714,20.0,10,FCC_face,0.50577,0.288201
0.115714,1.5714,20.0,15,FCC_face,0.613669,0.487619
0.115714,1.5714,20.0,20,FCC_face,0.646411,0.745672
0.115714,1.5714,23.3333,5,FCC_face,0.40602,0.334959
0.115714,1.5714,23.3333,10,FCC_face,0.550317,0.998466
0.115714,1.5714,23.3333,15,FCC_face,0.606241,0.679881
0.115714,1.5714,23.3333,20,FCC_face,0.647314,0.506328
0.115714,1.5714,26.6667,5,FCC_face,0.423646,0.455292
0.115714,1.5714,26.6667,10,FCC_face,0.523023,0.4415
0.115714,1.5714,26.6667,15,FCC_face,0.573273,0.559213
0.115714,1.5714,26.6667,20,FCC_face,0.58532,0.663164
0.115714,1.5714,30.0,5,FCC_face,0.367925,0.241371
0.115714,1.5714,30.0,10,FCC_face,0.419517,0.368714
0.115714,1.5714,30.0,15,FCC_face,0.436706,0.446239
0.115714,1.5714,30.0,20,FCC_face,0.443546,0.498198
0.115714,1.5714,33.3333,5,FCC_face,0.29058,0.447007
0.115714,1.5714,33.3333,10,FCC_face,0.309065,0.409915
0.115714,1.5714,33.3333,15,FCC_face,0.31206,0.541974
0.115714,1.5714,33.3333,20,FCC_face,0.315095,0.474738
0.115714,1.5714,36.6667,5,FCC_face,0.200812,0.560806
0.115714,1.5714,36.6667,10,FCC_face,0.217617,0.434549
0.115714,1.5714,36.6667,15,FCC_face,0.223703,0.391019
0.115714,1.5714,36.6667,20,FCC_face,0.222369,0.38539
0.115714,1.5714,40.0,5,FCC_face,0.1414,0.18864
0.115714,1.5714,40.0,10,FCC_face,0.153844,0.177581
0.115714,1.5714,40.0,15,FCC_face,0.156044,0.17767
0.115714,1.5714,40.0,20,FCC_face,0.15526,0.177689
0.115714,1.75,23.3333,5,FCC_face,0.349573,0.175575
0.115714,1.75,23.3333,10,FCC_face,0.535833,0.431042
0.115714,1.75,23.3333,15,FCC_face,0.590799,0.745385
0.115714,1.75,23.3333,20,FCC_face,0.654884,0.950855
0.115714,1.75,26.6667,5,FCC_face,0.386651,0.890321
0.115714,1.75,26.6667,10,FCC_face,0.54621,0.312678
0.115714,1.75,26.6667,15,FCC_face,0.601417,0.672744
0.115714,1.75,26.6667,20,FCC_face,0.619696,0.668461
0.115714,1.75,30.0,5,FCC_face,0.398342,0.207602
0.115714,1.75,30.0,10,FCC_face,0.475774,0.600081
0.115714,1.75,30.0,15,FCC_face,0.509439,0.82897
0.115714,1.75,30.0,20,FCC_face,0.52781,0.56572
0.115714,1.75,33.3333,5,FCC_face,0.326807,0.754369
0.115714,1.75,33.3333,10,FCC_face,0.371603,0.714626
0.115714,1.75,33.3333,15,FCC_face,0.385163,0.50616
0.115714,1.75,33.3333,20,FCC_face,0.389529,0.488878
0.115714,1.75,36.6667,5,FCC_face,0.255193,0.230048
0.115714,1.75,36.6667,10,FCC_face,0.264704,0.462114
0.115714,1.75,36.6667,15,FCC_face,0.276118,0.536381
0.115714,1.75,36.6667,20,FCC_face,0.281017,0.468105
0.115714,1.75,40.0,5,FCC_face,0.172471,0.281799
0.115714,1.75,40.0,10,FCC_face,0.198731,0.349605
0.115714,1.75,40.0,15,FCC_face,0.197957,0.340976
0.115714,1.75,40.0,20,FCC_face,0.200932,0.342745
0.115714,1.9286,23.3333,5,FCC_face,0.288776,0.129659
0.115714,1.9286,23.3333,10,FCC_face,0.469433,0.241671
0.115714,1.9286,23.3333,15,FCC_face,0.570347,0.33703
0.115714,1.9286,23.3333,20,FCC_face,0.641949,0.417203
0.115714,1.9286,26.6667,5,FCC_face,0.361449,0.586363
0.115714,1.9286,26.6667,10,FCC_face,0.544433,0.554321
0.115714,1.9286,26.6667,15,FCC_face,0.600692,0.367376
0.115714,1.9286,26.6667,20,FCC_face,0.63526,0.599227
0.115714,1.9286,30.0,5,FCC_face,0.397849,0.299429
0.115714,1.9286,30.0,10,FCC_face,0.50898,0.720942
0.115714,1.9286,30.0,15,FCC_face,0.569215,0.400755
0.115714,1.9286,30.0,20,FCC_face,0.593081,0.829257
0.115714,1.9286,33.3333,5,FCC_face,0.353951,0.240154
0.115714,1.9286,33.3333,10,FCC_face,0.41955,0.385397
0.115714,1.9286,33.3333,15,FCC_face,0.444785,0.47043
0.115714,1.9286,33.3333,20,FCC_face,0.455947,0.52113
0.115714,1.9286,36.6667,5,FCC_face,0.290333,0.473202
0.115714,1.9286,36.6667,10,FCC_face,0.323041,0.375585
0.115714,1.9286,36.6667,15,FCC_face,0.330467,0.641364
0.115714,1.9286,36.6667,20,FCC_face,0.335826,0.477226
0.115714,1.9286,40.0,5,FCC_face,0.214536,0.456456
0.115714,1.9286,40.0,10,FCC_face,0.234912,0.50008
0.115714,1.9286,40.0,15,FCC_face,0.24757,0.475993
0.115714,1.9286,40.0,20,FCC_face,0.246625,0.457939
0.115714,2.1071,26.6667,5,FCC_face,0.347936,0.274518
0.115714,2.1071,26.6667,10,FCC_face,0.499795,0.933925
0.115714,2.1071,26.6667,15,FCC_face,0.584658,0.63278
0.115714,2.1071,26.6667,20,FCC_face,0.643144,0.454729
0.115714,2.1071,30.0,5,FCC_face,0.390742,0.532155
0.115714,2.1071,30.0,10,FCC_face,0.518345,0.294858
0.115714,2.1071,30.0,15,FCC_face,0.593593,0.860425
0.115714,2.1071,30.0,20,FCC_face,0.619897,0.46077
0.115714,2.1071,33.3333,5,FCC_face,0.373651,0.177241
0.115714,2.1071,33.3333,10,FCC_face,0.459899,0.380146
0.115714,2.1071,33.3333,15,FCC_face,0.498563,0.714763
0.115714,2.1071,33.3333,20,FCC_face,0.519422,0.839047
0.115714,2.1071,36.6667,5,FCC_face,0.314522,0.898155
0.115714,2.1071,36.6667,10,FCC_face,0.370581,0.609337
0.115714,2.1071,36.6667,15,FCC_face,0.390466,0.439746
0.115714,2.1071,36.6667,20,FCC_face,0.398026,0.505913
0.115714,2.1071,40.0,5,FCC_face,0.254636,0.212964
0.115714,2.1071,40.0,10,FCC_face,0.273089,0.511599
0.115714,2.1071,40.0,15,FCC_face,0.289257,0.600623
0.115714,2.1071,40.0,20,FCC_face,0.29725,0.477291
0.115714,2.2857,30.0,5,FCC_face,0.333859,0.77219
0.115714,2.2857,30.0,10,FCC_face,0.512061,0.278894
0.115714,2.2857,30.0,15,FCC_face,0.590912,0.569144
0.115714,2.2857,30.0,20,FCC_face,0.627601,0.736543
0.115714,2.2857,33.3333,5,FCC_face,0.38257,0.2029
0.115714,2.2857,33.3333,10,FCC_face,0.489553,0.934021
0.115714,2.2857,33.3333,15,FCC_face,0.547427,0.532897
0.115714,2.2857,33.3333,20,FCC_face,0.581723,0.463659
0.115714,2.2857,36.6667,5,FCC_face,0.332542,0.294125
0.115714,2.2857,36.6667,10,FCC_face,0.406232,0.567045
0.115714,2.2857,36.6667,15,FCC_face,0.437418,0.726851
0.115714,2.2857,36.6667,20,FCC_face,0.452255,0.768747
0.115714,2.2857,40.0,5,FCC_face,0.279508,0.379489
0.115714,2.2857,40.0,10,FCC_face,0.319767,0.417111
0.115714,2.2857,40.0,15,FCC_face,0.332322,0.587599
0.115714,2.2857,40.0,20,FCC_face,0.341648,0.512099
0.115714,2.4643,30.0,5,FCC_face,0.31131,0.553373
0.115714,2.4643,30.0,10,FCC_face,0.498751,0.421417
0.115714,2.4643,30.0,15,FCC_face,0.578523,0.322001
0.115714,2.4643,30.0,20,FCC_face,0.625837,0.707327
0.115714,2.4643,33.3333,5,FCC_face,0.363417,0.284522
0.115714,2.4643,33.3333,10,FCC_face,0.49758,0.550037
0.115714,2.4643,33.3333,15,FCC_face,0.576514,0.378943
0.115714,2.4643,33.3333,20,FCC_face,0.612118,0.965784
0.115714,2.4643,36.6667,5,FCC_face,0.345716,0.172103
0.115714,2.4643,36.6667,10,FCC_face,0.435745,0.287446
0.115714,2.4643,36.6667,15,FCC_face,0.47784,0.39981
0.115714,2.4643,36.6667,20,FCC_face,0.500147,0.521394
0.115714,2.4643,40.0,5,FCC_face,0.296516,0.979186
0.115714,2.4643,40.0,10,FCC_face,0.358576,0.395077
0.115714,2.4643,40.0,15,FCC_face,0.381944,0.425277
0.115714,2.4643,40.0,20,FCC_face,0.391462,0.721023
0.115714,2.6429,33.3333,5,FCC_face,0.352703,0.43604
0.115714,2.6429,33.3333,10,FCC_face,0.48781,0.268427
0.115714,2.6429,33.3333,15,FCC_face,0.58056,0.776207
0.115714,2.6429,33.3333,20,FCC_face,0.620181,0.438696
0.115714,2.6429,36.6667,5,FCC_face,0.354152,0.157095
0.115714,2.6429,36.6667,10,FCC_face,0.460109,0.415684
0.115714,2.6429,36.6667,15,FCC_face,0.514882,0.933049
0.115714,2.6429,36.6667,20,FCC_face,0.548186,0.759812
0.115714,2.6429,40.0,5,FCC_face,0.308982,0.479919
0.115714,2.6429,40.0,10,FCC_face,0.386407,0.980084
0.115714,2.6429,40.0,15,FCC_face,0.421404,0.745974
0.115714,2.6429,40.0,20,FCC_face,0.438897,0.571646
0.115714,2.8214,36.6667,5,FCC_face,0.354113,0.178214
0.115714,2.8214,36.6667,10,FCC_face,0.474441,0.90368
0.115714,2.8214,36.6667,15,FCC_face,0.545316,0.496947
0.115714,2.8214,36.6667,20,FCC_face,0.590859,0.42914
