t_over_L,d_mm,L_mm,N,lattice_type,band_mean_alpha,alpha_1000hz
0.115714,2.8214,40.0,5,FCC_face,0.318049,0.212941
0.115714,2.8214,40.0,10,FCC_face,0.408698,0.38164
0.115714,2.8214,40.0,15,FCC_face,0.453101,0.503895
0.115714,2.8214,40.0,20,FCC_face,0.477182,0.585903
0.115714,3.0,36.6667,5,FCC_face,0.328518,0.227001
0.115714,3.0,36.6667,10,FCC_face,0.470657,0.634572
0.115714,3.0,36.6667,15,FCC_face,0.559847,0.325353
0.115714,3.0,36.6667,20,FCC_face,0.607982,0.899638
0.115714,3.0,40.0,5,FCC_face,0.324183,0.150074
0.115714,3.0,40.0,10,FCC_face,0.4271,0.25916
0.115714,3.0,40.0,15,FCC_face,0.480894,0.381006
0.115714,3.0,40.0,20,FCC_face,0.512129,0.534946
0.126429,0.5,10.0,5,FCC_face,0.55773,0.43111
0.126429,0.5,10.0,10,FCC_face,0.55041,0.77364
0.126429,0.5,10.0,15,FCC_face,0.578688,0.527054
0.126429,0.5,10.0,20,FCC_face,0.582947,0.551476
0.126429,0.5,13.3333,5,FCC_face,0.42761,0.529885
0.126429,0.5,13.3333,10,FCC_face,0.454033,0.517392
0.126429,0.5,13.3333,15,FCC_face,0.450844,0.467365
0.126429,0.5,13.3333,20,FCC_face,0.451352,0.469577
0.126429,0.5,16.6667,5,FCC_face,0.290184,0.329401
0.126429,0.5,16.6667,10,FCC_face,0.290689,0.361263
0.126429,0.5,16.6667,15,FCC_face,0.2907,0.364996
0.126429,0.5,16.6667,20,FCC_face,0.290705,0.365441
0.126429,0.5,20.0,5,FCC_face,0.161464,0.235607
0.126429,0.5,20.0,10,FCC_face,0.161405,0.235644
0.126429,0.5,20.0,15,FCC_face,0.161439,0.23564
0.126429,0.5,20.0,20,FCC_face,0.161436,0.23564
0.126429,0.5,23.3333,5,FCC_face,0.090842,0.09555
0.126429,0.5,23.3333,10,FCC_face,0.090775,0.09555
0.126429,0.5,23.3333,15,FCC_face,0.090775,0.09555
0.126429,0.5,23.3333,20,FCC_face,0.090775,0.09555
0.126429,0.5,26.6667,5,FCC_face,0.0523,0.049123
0.126429,0.5,26.6667,10,FCC_face,0.052312,0.049123
0.126429,0.5,26.6667,15,FCC_face,0.052312,0.049123
0.126429,0.5,26.6667,20,FCC_face,0.052312,0.049123
0.126429,0.5,30.0,5,FCC_face,0.031932,0.031238
0.126429,0.5,30.0,10,FCC_face,0.031932,0.031238
0.126429,0.5,30.0,15,FCC_face,0.031932,0.031238
0.126429,0.5,30.0,20,FCC_face,0.031932,0.031238
0.126429,0.5,33.3333,5,FCC_face,0.021366,0.021756
0.126429,0.5,33.3333,10,FCC_face,0.021366,0.021756
0.126429,0.5,33.3333,15,FCC_face,0.021366,0.021756
0.126429,0.5,33.3333,20,FCC_face,0.021366,0.021756
0.126429,0.5,36.6667,5,FCC_face,0.015364,0.015969
0.126429,0.5,36.6667,10,FCC_face,0.015364,0.015969
0.126429,0.5,36.6667,15,FCC_face,0.015364,0.015969
0.126429,0.5,36.6667,20,FCC_face,0.015364,0.015969
0.126429,0.5,40.0,5,FCC_face,0.011561,0.012147
0.126429,0.5,40.0,10,FCC_face,0.011561,0.012147
0.126429,0.5,40.0,15,FCC_face,0.011561,0.012147
0.126429,0.5,40.0,20,FCC_face,0.011561,0.012147
0.126429,0.6786,10.0,5,FCC_face,0.438998,0.779255
0.126429,0.6786,10.0,10,FCC_face,0.535939,0.317855
0.126429,0.6786,10.0,15,FCC_face,0.60702,0.783475
0.126429,0.6786,10.0,20,FCC_face,0.666731,0.545294
0.126429,0.6786,13.3333,5,FCC_face,0.493246,0.24137
0.126429,0.6786,13.3333,10,FCC_face,0.559408,0.411211
0.126429,0.6786,13.3333,15,FCC_face,0.586069,0.532746
0.126429,0.6786,13.3333,20,FCC_face,0.584001,0.599848
0.126429,0.6786,16.6667,5,FCC_face,0.424133,0.742533
0.126429,0.6786,16.6667,10,FCC_face,0.466459,0.416421
0.126429,0.6786,16.6667,15,FCC_face,0.469488,0.52951
0.126429,0.6786,16.6667,20,FCC_face,0.467941,0.498647
0.126429,0.6786,20.0,5,FCC_face,0.302694,0.399392
0.126429,0.6786,20.0,10,FCC_face,0.304279,0.418253
0.126429,0.6786,20.0,15,FCC_face,0.303895,0.408395
0.126429,0.6786,20.0,20,FCC_face,0.30373,0.40495
0.126429,0.6786,23.3333,5,FCC_face,0.179182,0.281194
0.126429,0.6786,23.3333,10,FCC_face,0.17915,0.278038
0.126429,0.6786,23.3333,15,FCC_face,0.179525,0.277669
0.126429,0.6786,23.3333,20,FCC_face,0.179456,0.277641
0.126429,0.6786,26.6667,5,FCC_face,0.105757,0.105512
0.126429,0.6786,26.6667,10,FCC_face,0.106018,0.105486
0.126429,0.6786,26.6667,15,FCC_face,0.10608,0.105486
0.126429,0.6786,26.6667,20,FCC_face,0.106085,0.105486
0.126429,0.6786,30.0,5,FCC_face,0.062423,0.049646
0.126429,0.6786,30.0,10,FCC_face,0.062503,0.049646
0.126429,0.6786,30.0,15,FCC_face,0.062504,0.049646
0.126429,0.6786,30.0,20,FCC_face,0.062504,0.049646
0.126429,0.6786,33.3333,5,FCC_face,0.037166,0.031521
0.126429,0.6786,33.3333,10,FCC_face,0.037146,0.031521
0.126429,0.6786,33.3333,15,FCC_face,0.037146,0.031521
0.126429,0.6786,33.3333,20,FCC_face,0.037146,0.031521
0.126429,0.6786,36.6667,5,FCC_face,0.023604,0.022217
0.126429,0.6786,36.6667,10,FCC_face,0.023605,0.022217
0.126429,0.6786,36.6667,15,FCC_face,0.023605,0.022217
0.126429,0.6786,36.6667,20,FCC_face,0.023605,0.022217
0.126429,0.6786,40.0,5,FCC_face,0.016656,0.016546
0.126429,0.6786,40.0,10,FCC_face,0.016656,0.016546
0.126429,0.6786,40.0,15,FCC_face,0.016656,0.016546
0.126429,0.6786,40.0,20,FCC_face,0.016656,0.016546
0.126429,0.8571,13.3333,5,FCC_face,0.511343,0.287885
0.126429,0.8571,13.3333,10,FCC_face,0.540053,0.961409
0.126429,0.8571,13.3333,15,FCC_face,0.64161,0.603295
0.126429,0.8571,13.3333,20,FCC_face,0.652645,0.491661
0.126429,0.8571,16.6667,5,FCC_face,0.466015,0.320303
0.126429,0.8571,16.6667,10,FCC_face,0.561625,0.678932
0.126429,0.8571,16.6667,15,FCC_face,0.564626,0.742974
0.126429,0.8571,16.6667,20,FCC_face,0.581856,0.661399
0.126429,0.8571,20.0,5,FCC_face,0.413045,0.390474
0.126429,0.8571,20.0,10,FCC_face,0.446514,0.604725
0.126429,0.8571,20.0,15,FCC_face,0.457772,0.464349
0.126429,0.8571,20.0,20,FCC_face,0.459357,0.529217
0.126429,0.8571,23.3333,5,FCC_face,0.292995,0.583173
0.126429,0.8571,23.3333,10,FCC_face,0.295137,0.420625
0.126429,0.8571,23.3333,15,FCC_face,0.293979,0.409302
0.126429,0.8571,23.3333,20,FCC_face,0.293528,0.419898
0.126429,0.8571,26.6667,5,FCC_face,0.17828,0.325586
0.126429,0.8571,26.6667,10,FCC_face,0.181571,0.293322
0.126429,0.8571,26.6667,15,FCC_face,0.182064,0.290834
0.126429,0.8571,26.6667,20,FCC_face,0.181888,0.290858
0.126429,0.8571,30.0,5,FCC_face,0.111205,0.101038
0.126429,0.8571,30.0,10,FCC_face,0.111829,0.100983
0.126429,0.8571,30.0,15,FCC_face,0.112078,0.100983
0.126429,0.8571,30.0,20,FCC_face,0.112109,0.100983
0.126429,0.8571,33.3333,5,FCC_face,0.068114,0.046823
0.126429,0.8571,33.3333,10,FCC_face,0.068006,0.046823
0.126429,0.8571,33.3333,15,FCC_face,0.068058,0.046823
0.126429,0.8571,33.3333,20,FCC_face,0.068055,0.046823
0.126429,0.8571,36.6667,5,FCC_face,0.040769,0.030197
0.126429,0.8571,36.6667,10,FCC_face,0.040668,0.030197
0.126429,0.8571,36.6667,15,FCC_face,0.040667,0.030197
0.126429,0.8571,36.6667,20,FCC_face,0.040667,0.030197
0.126429,0.8571,40.0,5,FCC_face,0.024896,0.021636
0.126429,0.8571,40.0,10,FCC_face,0.024902,0.021636
0.126429,0.8571,40.0,15,FCC_face,0.024902,0.021636
0.126429,0.8571,40.0,20,FCC_face,0.024902,0.021636
0.126429,1.0357,13.3333,5,FCC_face,0.349472,0.39042
0.126429,1.0357,13.3333,10,FCC_face,0.515689,0.481498
0.126429,1.0357,13.3333,15,FCC_face,0.611032,0.370052
0.126429,1.0357,13.3333,20,FCC_face,0.668141,0.949377
0.126429,1.0357,16.6667,5,FCC_face,0.425104,0.18389
0.126429,1.0357,16.6667,10,FCC_face,0.560105,0.323371
0.126429,1.0357,16.6667,15,FCC_face,0.620823,0.438995
0.126429,1.0357,16.6667,20,FCC_face,0.638565,0.535587
0.126429,1.0357,20.0,5,FCC_face,0.43234,0.960333
0.126429,1.0357,20.0,10,FCC_face,0.542251,0.452988
0.126429,1.0357,20.0,15,FCC_face,0.555998,0.495718
0.126429,1.0357,20.0,20,FCC_face,0.55837,0.684532
0.126429,1.0357,23.3333,5,FCC_face,0.38206,0.253775
0.126429,1.0357,23.3333,10,FCC_face,0.409644,0.426702
0.126429,1.0357,23.3333,15,FCC_face,0.417292,0.534206
0.126429,1.0357,23.3333,20,FCC_face,0.420301,0.544217
0.126429,1.0357,26.6667,5,FCC_face,0.273163,0.420411
0.126429,1.0357,26.6667,10,FCC_face,0.273032,0.397874
0.126429,1.0357,26.6667,15,FCC_face,0.272435,0.427914
0.126429,1.0357,26.6667,20,FCC_face,0.273085,0.417958
0.126429,1.0357,30.0,5,FCC_face,0.167108,0.295497
0.126429,1.0357,30.0,10,FCC_face,0.176434,0.278712
0.126429,1.0357,30.0,15,FCC_face,0.175735,0.282957
0.126429,1.0357,30.0,20,FCC_face,0.176047,0.282496
0.126429,1.0357,33.3333,5,FCC_face,0.111252,0.085793
0.126429,1.0357,33.3333,10,FCC_face,0.111598,0.085792
0.126429,1.0357,33.3333,15,FCC_face,0.111917,0.085792
0.126429,1.0357,33.3333,20,FCC_face,0.112014,0.085792
0.126429,1.0357,36.6667,5,FCC_face,0.069837,0.042417
0.126429,1.0357,36.6667,10,FCC_face,0.069673,0.042417
0.126429,1.0357,36.6667,15,FCC_face,0.069832,0.042417
0.126429,1.0357,36.6667,20,FCC_face,0.069822,0.042417
0.126429,1.0357,40.0,5,FCC_face,0.04248,0.028157
0.126429,1.0357,40.0,10,FCC_face,0.042331,0.028157
0.126429,1.0357,40.0,15,FCC_face,0.04234,0.028157
0.126429,1.0357,40.0,20,FCC_face,0.042341,0.028157
0.126429,1.2143,16.6667,5,FCC_face,0.427353,0.184149
0.126429,1.2143,16.6667,10,FCC_face,0.52396,0.501697
0.126429,1.2143,16.6667,15,FCC_face,0.621716,0.969101
0.126429,1.2143,16.6667,20,FCC_face,0.653805,0.797164
0.126429,1.2143,20.0,5,FCC_face,0.442188,0.312606
0.126429,1.2143,20.0,10,FCC_face,0.566585,0.870815
0.126429,1.2143,20.0,15,FCC_face,0.596612,0.841222
0.126429,1.2143,20.0,20,FCC_face,0.627347,0.638572
0.126429,1.2143,23.3333,5,FCC_face,0.429666,0.43835
0.126429,1.2143,23.3333,10,FCC_face,0.499407,0.53901
0.126429,1.2143,23.3333,15,FCC_face,0.529715,0.495933
0.126429,1.2143,23.3333,20,FCC_face,0.534475,0.659159
0.126429,1.2143,26.6667,5,FCC_face,0.343415,0.395457
0.126429,1.2143,26.6667,10,FCC_face,0.368754,0.560163
0.126429,1.2143,26.6667,15,FCC_face,0.374196,0.563818
0.126429,1.2143,26.6667,20,FCC_face,0.375457,0.540168
0.126429,1.2143,30.0,5,FCC_face,0.246666,0.260938
0.126429,1.2143,30.0,10,FCC_face,0.244651,0.42165
0.126429,1.2143,30.0,15,FCC_face,0.248998,0.424249
0.126429,1.2143,30.0,20,FCC_face,0.250594,0.407075
0.126429,1.2143,33.3333,5,FCC_face,0.153479,0.220991
0.126429,1.2143,33.3333,10,FCC_face,0.166896,0.253218
0.126429,1.2143,33.3333,15,FCC_face,0.165131,0.252485
0.126429,1.2143,33.3333,20,FCC_face,0.165765,0.252259
0.126429,1.2143,36.6667,5,FCC_face,0.108318,0.068667
0.126429,1.2143,36.6667,10,FCC_face,0.107997,0.06868
0.126429,1.2143,36.6667,15,FCC_face,0.108011,0.06868
0.126429,1.2143,36.6667,20,FCC_face,0.108065,0.06868
0.126429,1.2143,40.0,5,FCC_face,0.068042,0.037574
0.126429,1.2143,40.0,10,FCC_face,0.068575,0.037574
0.126429,1.2143,40.0,15,FCC_face,0.068828,0.037574
0.126429,1.2143,40.0,20,FCC_face,0.068782,0.037574
0.126429,1.3929,20.0,5,FCC_face,0.360847,0.167325
0.126429,1.3929,20.0,10,FCC_face,0.544989,0.315094
0.126429,1.3929,20.0,15,FCC_face,0.610791,0.439431
0.126429,1.3929,20.0,20,FCC_face,0.656414,0.538171
0.126429,1.3929,23.3333,5,FCC_face,0.409619,0.988583
0.126429,1.3929,23.3333,10,FCC_face,0.549844,0.366588
0.126429,1.3929,23.3333,15,FCC_face,0.585158,0.564632
0.126429,1.3929,23.3333,20,FCC_face,0.594212,0.740184
0.126429,1.3929,26.6667,5,FCC_face,0.39622,0.222928
0.126429,1.3929,26.6667,10,FCC_face,0.448809,0.488543
0.126429,1.3929,26.6667,15,FCC_face,0.467877,0.707368
0.126429,1.3929,26.6667,20,FCC_face,0.476985,0.620948
0.126429,1.3929,30.0,5,FCC_face,0.307134,0.798862
0.126429,1.3929,30.0,10,FCC_face,0.328171,0.404603
0.126429,1.3929,30.0,15,FCC_face,0.330632,0.462275
0.126429,1.3929,30.0,20,FCC_face,0.33086,0.525797
0.126429,1.3929,33.3333,5,FCC_face,0.213077,0.376376
0.126429,1.3929,33.3333,10,FCC_face,0.220669,0.394549
0.126429,1.3929,33.3333,15,FCC_face,0.227113,0.390543
0.126429,1.3929,33.3333,20,FCC_face,0.226116,0.38852
0.126429,1.3929,36.6667,5,FCC_face,0.141129,0.205052
0.126429,1.3929,36.6667,10,FCC_face,0.153017,0.193681
0.126429,1.3929,36.6667,15,FCC_face,0.153532,0.193066
0.126429,1.3929,36.6667,20,FCC_face,0.153017,0.193041
0.126429,1.3929,40.0,5,FCC_face,0.103552,0.054667
0.126429,1.3929,40.0,10,FCC_face,0.102507,0.054672
0.126429,1.3929,40.0,15,FCC_face,0.102082,0.054672
0.126429,1.3929,40.0,20,FCC_face,0.101948,0.054672
0.126429,1.5714,20.0,5,FCC_face,0.341305,0.139415
0.126429,1.5714,20.0,10,FCC_face,0.504735,0.264043
0.126429,1.5714,20.0,15,FCC_face,0.608744,0.399428
0.126429,1.5714,20.0,20,FCC_face,0.649909,0.554697
0.126429,1.5714,23.3333,5,FCC_face,0.401789,0.449485
0.126429,1.5714,23.3333,10,FCC_face,0.560074,0.874325
0.126429,1.5714,23.3333,15,FCC_face,0.597078,0.489138
0.126429,1.5714,23.3333,20,FCC_face,0.635149,0.466798
0.126429,1.5714,26.6667,5,FCC_face,0.41518,0.34515
0.126429,1.5714,26.6667,10,FCC_face,0.50617,0.66306
0.126429,1.5714,26.6667,15,FCC_face,0.551761,0.432777
0.126429,1.5714,26.6667,20,FCC_face,0.565495,0.773458
0.126429,1.5714,30.0,5,FCC_face,0.350756,0.314277
0.126429,1.5714,30.0,10,FCC_face,0.395874,0.505428
0.126429,1.5714,30.0,15,FCC_face,0.409929,0.579481
0.126429,1.5714,30.0,20,FCC_face,0.415004,0.595006
0.126429,1.5714,33.3333,5,FCC_face,0.272345,0.297
0.126429,1.5714,33.3333,10,FCC_face,0.281991,0.581419
0.126429,1.5714,33.3333,15,FCC_face,0.287257,0.421632
0.126429,1.5714,33.3333,20,FCC_face,0.291388,0.497993
0.126429,1.5714,36.6667,5,FCC_face,0.180523,0.416518
0.126429,1.5714,36.6667,10,FCC_face,0.201222,0.318614
0.126429,1.5714,36.6667,15,FCC_face,0.202646,0.352513
0.126429,1.5714,36.6667,20,FCC_face,0.203432,0.352132
0.126429,1.5714,40.0,5,FCC_face,0.13044,0.112308
0.126429,1.5714,40.0,10,FCC_face,0.137165,0.11266
0.126429,1.5714,40.0,15,FCC_face,0.140311,0.112658
0.126429,1.5714,40.0,20,FCC_face,0.1403,0.112658
0.126429,1.75,23.3333,5,FCC_face,0.373426,0.204667
0.126429,1.75,23.3333,10,FCC_face,0.533797,0.60833
0.126429,1.75,23.3333,15,FCC_face,0.586775,0.982348
0.126429,1.75,23.3333,20,FCC_face,0.656249,0.891107
0.126429,1.75,26.6667,5,FCC_face,0.40726,0.735225
0.126429,1.75,26.6667,10,FCC_face,0.537408,0.297359
0.126429,1.75,26.6667,15,FCC_face,0.590681,0.930898
0.126429,1.75,26.6667,20,FCC_face,0.606736,0.488119
0.126429,1.75,30.0,5,FCC_face,0.383549,0.19477
0.126429,1.75,30.0,10,FCC_face,0.452573,0.401479
0.126429,1.75,30.0,15,FCC_face,0.480171,0.680479
0.126429,1.75,30.0,20,FCC_face,0.494001,0.748045
0.126429,1.75,33.3333,5,FCC_face,0.310684,0.937627
0.126429,1.75,33.3333,10,FCC_face,0.348338,0.436321
0.126429,1.75,33.3333,15,FCC_face,0.357669,0.439879
0.126429,1.75,33.3333,20,FCC_face,0.360062,0.584688
0.126429,1.75,36.6667,5,FCC_face,0.234084,0.258492
0.126429,1.75,36.6667,10,FCC_face,0.244132,0.346619
0.126429,1.75,36.6667,15,FCC_face,0.256007,0.411085
0.126429,1.75,36.6667,20,FCC_face,0.258079,0.443726
0.126429,1.75,40.0,5,FCC_face,0.157897,0.218242
0.126429,1.75,40.0,10,FCC_face,0.182305,0.287567
0.126429,1.75,40.0,15,FCC_face,0.180334,0.294188
0.126429,1.75,40.0,20,FCC_face,0.182424,0.291
0.126429,1.9286,23.3333,5,FCC_face,0.296125,0.137749
0.126429,1.9286,23.3333,10,FCC_face,0.493427,0.274899
0.126429,1.9286,23.3333,15,FCC_face,0.580855,0.409345
0.126429,1.9286,23.3333,20,FCC_face,0.646631,0.535661
0.126429,1.9286,26.6667,5,FCC_face,0.35871,0.774881
0.126429,1.9286,26.6667,10,FCC_face,0.535965,0.402872
0.126429,1.9286,26.6667,15,FCC_face,0.596815,0.384569
0.126429,1.9286,26.6667,20,FCC_face,0.627348,0.895181
0.126429,1.9286,30.0,5,FCC_face,0.398897,0.241218
0.126429,1.9286,30.0,10,FCC_face,0.495335,0.981749
0.126429,1.9286,30.0,15,FCC_face,0.545378,0.450169
0.126429,1.9286,30.0,20,FCC_face,0.570658,0.544972
0.126429,1.9286,33.3333,5,FCC_face,0.339041,0.338182
0.126429,1.9286,33.3333,10,FCC_face,0.397703,0.622784
0.126429,1.9286,33.3333,15,FCC_face,0.419258,0.726242
0.126429,1.9286,33.3333,20,FCC_face,0.428262,0.711142
0.126429,1.9286,36.6667,5,FCC_face,0.274257,0.297617
0.126429,1.9286,36.6667,10,FCC_face,0.29605,0.605357
0.126429,1.9286,36.6667,15,FCC_face,0.304906,0.429289
0.126429,1.9286,36.6667,20,FCC_face,0.311721,0.569833
0.126429,1.9286,40.0,5,FCC_face,0.193019,0.656392
0.126429,1.9286,40.0,10,FCC_face,0.218549,0.416295
0.126429,1.9286,40.0,15,FCC_face,0.226385,0.37951
0.126429,1.9286,40.0,20,FCC_face,0.225776,0.395528
0.126429,2.1071,26.6667,5,FCC_face,0.347735,0.363145
0.126429,2.1071,26.6667,10,FCC_face,0.51776,0.83101
0.126429,2.1071,26.6667,15,FCC_face,0.57998,0.446161
0.126429,2.1071,26.6667,20,FCC_face,0.64,0.414534
0.126429,2.1071,30.0,5,FCC_face,0.389069,0.398749
0.126429,2.1071,30.0,10,FCC_face,0.511074,0.381449
0.126429,2.1071,30.0,15,FCC_face,0.58269,0.542185
0.126429,2.1071,30.0,20,FCC_face,0.608181,0.656481
0.126429,2.1071,33.3333,5,FCC_face,0.360386,0.181894
0.126429,2.1071,33.3333,10,FCC_face,0.438644,0.309514
0.126429,2.1071,33.3333,15,FCC_face,0.472014,0.446419
0.126429,2.1071,33.3333,20,FCC_face,0.488626,0.59
0.126429,2.1071,36.6667,5,FCC_face,0.300347,0.901587
0.126429,2.1071,36.6667,10,FCC_face,0.348533,0.368955
0.126429,2.1071,36.6667,15,FCC_face,0.362952,0.479409
0.126429,2.1071,36.6667,20,FCC_face,0.36799,0.672859
0.126429,2.1071,40.0,5,FCC_face,0.235675,0.230974
0.126429,2.1071,40.0,10,FCC_face,0.252891,0.336356
0.126429,2.1071,40.0,15,FCC_face,0.269528,0.437861
0.126429,2.1071,40.0,20,FCC_face,0.274314,0.495681
0.126429,2.2857,30.0,5,FCC_face,0.359023,0.682619
0.126429,2.2857,30.0,10,FCC_face,0.517756,0.257033
0.126429,2.2857,30.0,15,FCC_face,0.589846,0.909553
0.126429,2.2857,30.0,20,FCC_face,0.620252,0.481939
0.126429,2.2857,33.3333,5,FCC_face,0.374476,0.178109
0.126429,2.2857,33.3333,10,FCC_face,0.472707,0.591594
0.126429,2.2857,33.3333,15,FCC_face,0.521585,0.892333
0.126429,2.2857,33.3333,20,FCC_face,0.551157,0.531044
0.126429,2.2857,36.6667,5,FCC_face,0.319576,0.483801
0.126429,2.2857,36.6667,10,FCC_face,0.38623,0.928192
0.126429,2.2857,36.6667,15,FCC_face,0.413305,0.746227
0.126429,2.2857,36.6667,20,FCC_face,0.425576,0.589227
0.126429,2.2857,40.0,5,FCC_face,0.265014,0.250181
0.126429,2.2857,40.0,10,FCC_face,0.293664,0.755175
0.126429,2.2857,40.0,15,FCC_face,0.308493,0.410628
0.126429,2.2857,40.0,20,FCC_face,0.318663,0.594331
0.126429,2.4643,30.0,5,FCC_face,0.312107,0.695549
0.126429,2.4643,30.0,10,FCC_face,0.494094,0.319841
0.126429,2.4643,30.0,15,FCC_face,0.575574,0.372761
0.126429,2.4643,30.0,20,FCC_face,0.620851,0.996981
0.126429,2.4643,33.3333,5,FCC_face,0.36577,0.228123
0.126429,2.4643,33.3333,10,FCC_face,0.488757,0.89873
0.126429,2.4643,33.3333,15,FCC_face,0.559729,0.368094
0.126429,2.4643,33.3333,20,FCC_face,0.597112,0.654458
0.126429,2.4643,36.6667,5,FCC_face,0.334004,0.204356
0.126429,2.4643,36.6667,10,FCC_face,0.416625,0.33851
0.126429,2.4643,36.6667,15,FCC_face,0.454045,0.427131
0.126429,2.4643,36.6667,20,FCC_face,0.473095,0.487415
0.126429,2.4643,40.0,5,FCC_face,0.283941,0.621392
0.126429,2.4643,40.0,10,FCC_face,0.337004,0.310242
0.126429,2.4643,40.0,15,FCC_face,0.353783,0.725877
0.126429,2.4643,40.0,20,FCC_face,0.362397,0.537841
0.126429,2.6429,33.3333,5,FCC_face,0.3531,0.335026
0.126429,2.6429,33.3333,10,FCC_face,0.488217,0.357362
0.126429,2.6429,33.3333,15,FCC_face,0.574178,0.476185
0.126429,2.6429,33.3333,20,FCC_face,0.613686,0.692289
0.126429,2.6429,36.6667,5,FCC_face,0.344219,0.1543
0.126429,2.6429,36.6667,10,FCC_face,0.442138,0.29982
0.126429,2.6429,36.6667,15,FCC_face,0.490648,0.534232
0.126429,2.6429,36.6667,20,FCC_face,0.518164,0.818353
0.126429,2.6429,40.0,5,FCC_face,0.297607,0.854485
0.126429,2.6429,40.0,10,FCC_face,0.367867,0.622868
0.126429,2.6429,40.0,15,FCC_face,0.397966,0.41804
0.126429,2.6429,40.0,20,FCC_face,0.411919,0.479488
0.126429,2.8214,36.6667,5,FCC_face,0.349631,0.157531
0.126429,2.8214,36.6667,10,FCC_face,0.462374,0.569147
0.126429,2.8214,36.6667,15,FCC_face,0.524319,0.89786
0.126429,2.8214,36.6667,20,FCC_face,0.564427,0.490884
0.126429,2.8214,40.0,5,FCC_face,0.307735,0.314407
0.126429,2.8214,40.0,10,FCC_face,0.391449,0.722831
0.126429,2.8214,40.0,15,FCC_face,0.431377,0.921783
0.126429,2.8214,40.0,20,FCC_face,0.452459,0.859196
0.126429,3.0,36.6667,5,FCC_face,0.338506,0.187758
0.126429,3.0,36.6667,10,FCC_face,0.468564,0.943823
0.126429,3.0,36.6667,15,FCC_face,0.547243,0.366532
0.126429,3.0,36.6667,20,FCC_face,0.595556,0.511373
0.126429,3.0,40.0,5,FCC_face,0.315003,0.173714
0.126429,3.0,40.0,10,FCC_face,0.410819,0.289756
0.126429,3.0,40.0,15,FCC_face,0.459641,0.372911
0.126429,3.0,40.0,20,FCC_face,0.487128,0.436838
0.137143,0.5,10.0,5,FCC_face,0.559377,0.394868
0.137143,0.5,10.0,10,FCC_face,0.536424,0.754138
0.137143,0.5,10.0,15,FCC_face,0.568683,0.557077
0.137143,0.5,10.0,20,FCC_face,0.567668,0.530807
0.137143,0.5,13.3333,5,FCC_face,0.411503,0.57419
0.137143,0.5,13.3333,10,FCC_face,0.437268,0.476252
0.137143,0.5,13.3333,15,FCC_face,0.43484,0.447824
0.137143,0.5,13.3333,20,FCC_face,0.434835,0.459016
0.137143,0.5,16.6667,5,FCC_face,0.271455,0.339312
0.137143,0.5,16.6667,10,FCC_face,0.270912,0.350011
0.137143,0.5,16.6667,15,FCC_face,0.270744,0.349394
0.137143,0.5,16.6667,20,FCC_face,0.270716,0.349219
0.137143,0.5,20.0,5,FCC_face,0.147977,0.21517
0.137143,0.5,20.0,10,FCC_face,0.148355,0.213696
0.137143,0.5,20.0,15,FCC_face,0.148348,0.213685
0.137143,0.5,20.0,20,FCC_face,0.148348,0.213685
0.137143,0.5,23.3333,5,FCC_face,0.082685,0.083806
0.137143,0.5,23.3333,10,FCC_face,0.082576,0.083806
0.137143,0.5,23.3333,15,FCC_face,0.082575,0.083806
0.137143,0.5,23.3333,20,FCC_face,0.082575,0.083806
0.137143,0.5,26.6667,5,FCC_face,0.047294,0.044536
0.137143,0.5,26.6667,10,FCC_face,0.0473,0.044536
0.137143,0.5,26.6667,15,FCC_face,0.0473,0.044536
0.137143,0.5,26.6667,20,FCC_face,0.0473,0.044536
0.137143,0.5,30.0,5,FCC_face,0.028997,0.028622
0.137143,0.5,30.0,10,FCC_face,0.028996,0.028622
0.137143,0.5,30.0,15,FCC_face,0.028996,0.028622
0.137143,0.5,30.0,20,FCC_face,0.028996,0.028622
0.137143,0.5,33.3333,5,FCC_face,0.019556,0.02002
0.137143,0.5,33.3333,10,FCC_face,0.019556,0.02002
0.137143,0.5,33.3333,15,FCC_face,0.019556,0.02002
0.137143,0.5,33.3333,20,FCC_face,0.019556,0.02002
0.137143,0.5,36.6667,5,FCC_face,0.014125,0.014725
0.137143,0.5,36.6667,10,FCC_face,0.014125,0.014725
0.137143,0.5,36.6667,15,FCC_face,0.014125,0.014725
0.137143,0.5,36.6667,20,FCC_face,0.014125,0.014725
0.137143,0.5,40.0,5,FCC_face,0.010653,0.011213
0.137143,0.5,40.0,10,FCC_face,0.010653,0.011213
0.137143,0.5,40.0,15,FCC_face,0.010653,0.011213
0.137143,0.5,40.0,20,FCC_face,0.010653,0.011213
0.137143,0.6786,10.0,5,FCC_face,0.438338,0.729046
0.137143,0.6786,10.0,10,FCC_face,0.530686,0.336569
0.137143,0.6786,10.0,15,FCC_face,0.608544,0.684809
0.137143,0.6786,10.0,20,FCC_face,0.665776,0.608329
0.137143,0.6786,13.3333,5,FCC_face,0.474612,0.238408
0.137143,0.6786,13.3333,10,FCC_face,0.54689,0.38937
0.137143,0.6786,13.3333,15,FCC_face,0.568846,0.485609
0.137143,0.6786,13.3333,20,FCC_face,0.570697,0.542434
0.137143,0.6786,16.6667,5,FCC_face,0.413588,0.633169
0.137143,0.6786,16.6667,10,FCC_face,0.446108,0.414646
0.137143,0.6786,16.6667,15,FCC_face,0.450673,0.516751
